qid,leader,iso3,country_name,start_year,end_year,entry,exit,family_in_govt_count,family_in_govt_binary,family_in_govt_details,places_named_count,places_named_binary,places_named_details,grandiose_titles_count,grandiose_titles_binary,grandiose_titles_details
Q250828,Nakasone,JPN,JPN,1982,1987,Regular,Regular,2,1,Hirofumi Nakasone (child): Minister for Foreign Affairs; Hirofumi Nakasone (child): Director-General of the Science and Technology Agency of Japan; Hirofumi Nakasone (child): member of the House of Councillors; Hirofumi Nakasone (child): Minister of Education; Tsutako Nakasone (spouse): Spouse of the Prime Minister of Japan,1,0,Nakasone Yasuhiro Award,0,0,
Q315561,Takeshita,JPN,JPN,1987,1989,Regular,Regular,3,1,Naoko Takeshita (spouse): Spouse of the Prime Minister of Japan; Wataru Takeshita (sibling): member of the House of Representatives of Japan; Yūzō Takeshita (parent): member of the Shimane Prefectural Assembly,0,0,,0,0,
Q315579,Kaifu,JPN,JPN,1989,1991,Regular,Regular,1,0,Sachiyo Kaifu (spouse): Spouse of the Prime Minister of Japan,0,0,,0,0,
Q315565,Miyazawa,JPN,JPN,1991,1993,Regular,Regular,2,1,Hiroshi Miyazawa (sibling): member of the House of Councillors; Hiroshi Miyazawa (sibling): governor of Hiroshima Prefecture; Hiroshi Miyazawa (sibling): vice-governor of Chiba Prefecture; Yutaka Miyazawa (parent): member of the House of Representatives of Japan,0,0,,0,0,
Q315555,Hosokawa,JPN,JPN,1993,1994,Regular,Regular,2,1,Kayoko Hosokawa (spouse): Spouse of the Prime Minister of Japan; Morisada Hosokawa (parent): daimyo,0,0,,0,0,
Q315720,Hata,JPN,JPN,1994,1994,Regular,Regular,2,1,Yuichiro Hata (child): member of the House of Councillors; Bushirō Hata (parent): member of the House of Representatives of Japan,0,0,,0,0,
Q309374,Hashimoto,JPN,JPN,1996,1998,Regular,Regular,4,1,Gaku Hashimoto (child): member of the House of Representatives of Japan; Kumiko Hashimoto (spouse): Spouse of the Prime Minister of Japan; Daijirō Hashimoto (sibling): governor of Kōchi Prefecture; Ryōgo Hashimoto (parent): member of the House of Representatives of Japan,0,0,,0,0,
Q130852,Junichiro Koizumi,JPN,JPN,2001,2006,Regular,Regular,2,1,Shinjirō Koizumi (child): Minister of the Environment; Shinjirō Koizumi (child): Minister of State for Nuclear Emergency Preparedness; Shinjirō Koizumi (child): member of the House of Representatives of Japan; Jun'ya Koizumi (parent): member of the House of Representatives of Japan,1,0,Koizumi whirlwind,0,0,
Q1047,Nehru,IND,IND,1947,1964,Regular,Natural Death,3,1,Indira Gandhi (child): Prime Minister of India; Indira Gandhi (child): Minister of External Affairs; Indira Gandhi (child): Minister of Finance; Indira Gandhi (child): Minister of Home Affairs; Indira Gandhi (child): Minister of Defence; Indira Gandhi (child): Minister of Information and Broadcasting; Indira Gandhi (child): Member of the 7th Lok Sabha; Indira Gandhi (child): member of the Lok Sabha; Indira Gandhi (child): member of Rajya Sabha; Vijaya Lakshmi Pandit (sibling): President of the United Nations General Assembly,236,1,"Jawaharlal Nehru Stadium; Jawaharlal Nehru University; Nehru Cup; Jawaharlal Nehru International Stadium; Jawaharnagar; Jawahar Navodaya Vidyalaya; Jawaharlal Institute of Postgraduate Medical Education and Research; Jawaharlal Nehru Award for International Understanding; Nehru Zoological Park; Jawaharlal Nehru Square; Jawahar Circle; Jawahar Deer Park; Jawahar Kala Kendra; Jawahar Navodaya Vidyalaya, Ahmednagar; Jawahar Navodaya Vidyalaya, Gajanur; Jawahar Navodaya Vidyalaya, Golaghat; Jawahar Navodaya Vidyalaya, Indore; Jawahar Navodaya Vidyalaya, Jaipur; Jawahar Navodaya Vidyalaya, Kasargod; Jawahar Navodaya Vidyalaya, Khurai",1,1,pandit
Q317769,Nanda,IND,IND,1964,1964,Regular,Regular,0,0,,0,0,,0,0,
Q244689,Shastri,IND,IND,1964,1966,Regular,Natural Death,1,0,Sunil Shastri (child): Member of the Uttar Pradesh Legislative Assembly,2,1,Lal Bahadur Shastri Marg; Q21844231,0,0,
Q317769,Nanda,IND,IND,1966,1966,Regular,Regular,0,0,,0,0,,0,0,
Q1149,"Gandhi, I.",IND,IND,1966,1977,Regular,Regular,4,1,Rajiv Gandhi (child): Prime Minister of India; Rajiv Gandhi (child): Minister of External Affairs; Rajiv Gandhi (child): President of the Indian National Congress; Rajiv Gandhi (child): Member of the 7th Lok Sabha; Rajiv Gandhi (child): member of the Lok Sabha; Rajiv Gandhi (child): Member of the 8th Lok Sabha; Rajiv Gandhi (child): Member of the 9th Lok Sabha; Rajiv Gandhi (child): Leader of the Opposition in the Lok Sabha; Sanjay Gandhi (child): Member of the 7th Lok Sabha; Feroze Gandhi (spouse): Member of the 2nd Lok Sabha,36,1,"Indira Gandhi International Airport; Indira Levak; Indira-Gandhi-Straße; Anaimalai Tiger Reserve; Indira Gandhi Award for Best First Film of a Director; Indira Gandhi National Open University; Indira Point; Indira Gandhi Peace Prize; Indira Gandhi Boat Race; Indira Gandhi Co-operative Hospital; Indira Gandhi Institute of Development Research; Indira Gandhi Institute of Medical Sciences; Indira Gandhi Institute of Technology, Sarang; Indira Gandhi Memorial Hospital; Indira Gandhi Priyadarshini Award; Indira Gandhi Paryavaran Puraskar; Indira Gandhi Zoological Park; Indiry Gandhi Street; High School 79 Indira Gandi; Indira Gandhi Childrens Hospital",0,0,
Q218661,Desai,IND,IND,1977,1979,Regular,Regular,0,0,,0,0,,0,0,
Q1149,"Gandhi, I.",IND,IND,1980,1984,Regular,Irregular,4,1,Rajiv Gandhi (child): Prime Minister of India; Rajiv Gandhi (child): Minister of External Affairs; Rajiv Gandhi (child): President of the Indian National Congress; Rajiv Gandhi (child): Member of the 7th Lok Sabha; Rajiv Gandhi (child): member of the Lok Sabha; Rajiv Gandhi (child): Member of the 8th Lok Sabha; Rajiv Gandhi (child): Member of the 9th Lok Sabha; Rajiv Gandhi (child): Leader of the Opposition in the Lok Sabha; Sanjay Gandhi (child): Member of the 7th Lok Sabha; Feroze Gandhi (spouse): Member of the 2nd Lok Sabha,36,1,"Indira Gandhi International Airport; Indira Levak; Indira-Gandhi-Straße; Anaimalai Tiger Reserve; Indira Gandhi Award for Best First Film of a Director; Indira Gandhi National Open University; Indira Point; Indira Gandhi Peace Prize; Indira Gandhi Boat Race; Indira Gandhi Co-operative Hospital; Indira Gandhi Institute of Development Research; Indira Gandhi Institute of Medical Sciences; Indira Gandhi Institute of Technology, Sarang; Indira Gandhi Memorial Hospital; Indira Gandhi Priyadarshini Award; Indira Gandhi Paryavaran Puraskar; Indira Gandhi Zoological Park; Indiry Gandhi Street; High School 79 Indira Gandi; Indira Gandhi Childrens Hospital",0,0,
Q4593,"Gandhi, R.",IND,IND,1984,1989,Regular,Regular,5,1,Rahul Gandhi (child): Member of the 14th Lok Sabha; Rahul Gandhi (child): Member of the 15th Lok Sabha; Rahul Gandhi (child): Member of the 16th Lok Sabha; Rahul Gandhi (child): Member of the 17th Lok Sabha; Rahul Gandhi (child): Leader of the Opposition in the Lok Sabha; Rahul Gandhi (child): Member of the 18th Lok Sabha; Sonia Gandhi (spouse): President of the Indian National Congress; Sonia Gandhi (spouse): Member of the 13th Lok Sabha; Sonia Gandhi (spouse): member of Rajya Sabha; Sonia Gandhi (spouse): Member of the 16th Lok Sabha,7,1,Rajiv Gandhi International Airport; Connaught Place; Rajiv Gandhi University of Health Sciences; Rajiv Gandhi Government General Hospital; Rajiv Gandhi Government Polytechnic; Rajiv Gandhi Proudyogiki Vishwavidyalaya; Rajiv Gandhi Bridge,0,0,
Q275146,Rao,IND,IND,1991,1996,Regular,Regular,0,0,,1,0,P.V. Narasimha Rao Expressway,0,0,
Q377870,Gowda,IND,IND,1996,1997,Regular,Regular,2,1,H. D. Kumaraswamy (child): Member of the 15th Lok Sabha; H. D. Kumaraswamy (child): Member of the Karnataka Legislative Assembly; H. D. Kumaraswamy (child): Member of the 11th Lok Sabha; H. D. Kumaraswamy (child): Chief Minister of Karnataka; H. D. Revanna (child): Member of the Karnataka Legislative Assembly,0,0,,0,0,
Q248484,Gujral,IND,IND,1997,1998,Regular,Regular,1,0,Naresh Gujral (child): member of Rajya Sabha,0,0,,0,0,
Q298020,"Wangchuk, Jigme Dorji",COW760,BHU,1952,1972,Regular,Natural Death,2,1,Jigme Singye Wangchuck (child): King of Bhutan; Jigme Wangchuck (parent): King of Bhutan,0,0,,0,0,
Q200273,"Wangchuck, Jigme Singye",COW760,BHU,1972,1998,Regular,Regular,3,1,Jigme Khesar Namgyel Wangchuck (child): King of Bhutan; Jigyel Ugyen Wangchuck (child): president; Jigyel Ugyen Wangchuck (child): member of the International Olympic Committee; Jigme Dorji Wangchuck (parent): King of Bhutan,0,0,,0,0,
Q295713,L. Khan,PAK,PAK,1948,1951,Regular,Irregular,1,0,Ra'ana Liaquat Ali Khan (spouse): Governor of Sindh,0,0,,0,0,
Q190071,Ayub Khan,PAK,PAK,1958,1969,Irregular,Irregular,1,0,Gohar Ayub Khan (child): Federal Minister for Foreign Affairs; Gohar Ayub Khan (child): Speaker of the National Assembly of Pakistan,3,1,Ayubia National Park; Ayub Bridge; Ayub National Park,0,0,
Q333981,Yahya Khan,PAK,PAK,1969,1971,Irregular,Irregular,0,0,,0,0,,0,0,
Q131355,Bhutto,PAK,PAK,1971,1977,Regular,Irregular,2,1,Benazir Bhutto (child): Prime Minister of Pakistan; Benazir Bhutto (child): party leader; Benazir Bhutto (child): Federal Minister for Defence (Pakistan); Benazir Bhutto (child): Federal Minister for Finance; Benazir Bhutto (child): Leader of the Opposition; Shah Nawaz Bhutto (parent): member of the Central Legislative Assembly,1,0,"Quaid-e-Awam University of Engineering, Science and Technology",0,0,
Q314776,Ishaq Khan,PAK,PAK,1988,1988,Regular,Regular,0,0,,0,0,,0,0,
Q34413,Benazir Bhutto,PAK,PAK,1988,1990,Regular,Regular,4,1,Bilawal Bhutto Zardari (child): Federal Minister for Foreign Affairs; Bilawal Bhutto Zardari (child): Member of the National Assembly of Pakistan; Aseefa Bhutto Zardari (child): First Lady of Pakistan; Aseefa Bhutto Zardari (child): Member of the National Assembly of Pakistan; Asif Ali Zardari (spouse): President of Pakistan; Asif Ali Zardari (spouse): Senator; Asif Ali Zardari (spouse): Member of the National Assembly of Pakistan; Asif Ali Zardari (spouse): Member of the 15th National Assembly of Pakistan; Asif Ali Zardari (spouse): President of Pakistan Peoples Party Parliamentarians; Zulfikar Ali Bhutto (parent): President of Pakistan,2,1,Benazir Bhutto International Airport; Benazir Bhutto Hospital,0,0,
Q134068,Sharif,PAK,PAK,1990,1993,Regular,Irregular,3,1,Maryam Nawaz (child): Chief Minister of Punjab; Kulsoom Nawaz (spouse): First Lady of Pakistan; Kulsoom Nawaz (spouse): President of the Pakistan Muslim League (N); Shehbaz Sharif (sibling): Prime Minister of Pakistan; Shehbaz Sharif (sibling): Chief Minister of Punjab; Shehbaz Sharif (sibling): Member of the 15th National Assembly of Pakistan; Shehbaz Sharif (sibling): President of the Pakistan Muslim League (N),0,0,,0,0,
Q134068,Sharif,PAK,PAK,1993,1993,Regular,Regular,3,1,Maryam Nawaz (child): Chief Minister of Punjab; Kulsoom Nawaz (spouse): First Lady of Pakistan; Kulsoom Nawaz (spouse): President of the Pakistan Muslim League (N); Shehbaz Sharif (sibling): Prime Minister of Pakistan; Shehbaz Sharif (sibling): Chief Minister of Punjab; Shehbaz Sharif (sibling): Member of the 15th National Assembly of Pakistan; Shehbaz Sharif (sibling): President of the Pakistan Muslim League (N),0,0,,0,0,
Q34413,Benazir Bhutto,PAK,PAK,1993,1996,Regular,Irregular,4,1,Bilawal Bhutto Zardari (child): Federal Minister for Foreign Affairs; Bilawal Bhutto Zardari (child): Member of the National Assembly of Pakistan; Aseefa Bhutto Zardari (child): First Lady of Pakistan; Aseefa Bhutto Zardari (child): Member of the National Assembly of Pakistan; Asif Ali Zardari (spouse): President of Pakistan; Asif Ali Zardari (spouse): Senator; Asif Ali Zardari (spouse): Member of the National Assembly of Pakistan; Asif Ali Zardari (spouse): Member of the 15th National Assembly of Pakistan; Asif Ali Zardari (spouse): President of Pakistan Peoples Party Parliamentarians; Zulfikar Ali Bhutto (parent): President of Pakistan,2,1,Benazir Bhutto International Airport; Benazir Bhutto Hospital,0,0,
Q982280,Khalid,PAK,PAK,1996,1997,Irregular,Regular,0,0,,0,0,,0,0,
Q134068,Sharif,PAK,PAK,1997,1999,Regular,Irregular,3,1,Maryam Nawaz (child): Chief Minister of Punjab; Kulsoom Nawaz (spouse): First Lady of Pakistan; Kulsoom Nawaz (spouse): President of the Pakistan Muslim League (N); Shehbaz Sharif (sibling): Prime Minister of Pakistan; Shehbaz Sharif (sibling): Chief Minister of Punjab; Shehbaz Sharif (sibling): Member of the 15th National Assembly of Pakistan; Shehbaz Sharif (sibling): President of the Pakistan Muslim League (N),0,0,,0,0,
Q191375,Sheikh Mujib Rahman,BGD,BNG,1972,1975,Regular,Irregular,1,0,Sheikh Hasina (child): president; Sheikh Hasina (child): Member of the Parliament of Bangladesh; Sheikh Hasina (child): Prime Minister of Bangladesh; Sheikh Hasina (child): Leader of the Opposition; Sheikh Hasina (child): Leader of the House,6,1,Bangladesh Satellite-1; Bangladesh Medical University; Glycera sheikhmujibi; Bangabandhu Sheikh Mujib Research Institute for Peace and Liberty; Naogaon University; Pirojpur Science and Technology University,1,1,বঙ্গবন্ধু
Q198313,Ziaur Rahman,BGD,BNG,1975,1981,Irregular,Irregular,2,1,Tarique Rahman (child): Prime Minister of Bangladesh; Tarique Rahman (child): Chairman of the Bangladesh Nationalist Party; Khaleda Zia (spouse): Member of the Parliament of Bangladesh; Khaleda Zia (spouse): Prime Minister of Bangladesh; Khaleda Zia (spouse): Leader of the Opposition; Khaleda Zia (spouse): Leader of the House; Khaleda Zia (spouse): First Lady of Bangladesh; Khaleda Zia (spouse): Chairman of the Bangladesh Nationalist Party,1,0,Mausoleum of Ziaur Rahman,0,0,
Q316384,U Nu,MMR,MYA,1948,1956,Regular,Regular,0,0,,0,0,,0,0,
Q2877627,U Ba Swe,MMR,MYA,1956,1957,Regular,Regular,0,0,,0,0,,0,0,
Q316384,U Nu,MMR,MYA,1957,1958,Regular,Regular,0,0,,0,0,,0,0,
Q315522,Ne Win,MMR,MYA,1958,1960,Regular,Regular,1,0,June Rose Bellamy (spouse): First Lady of Myanmar,1,0,Newin Chidchob,0,0,
Q316384,U Nu,MMR,MYA,1960,1962,Regular,Irregular,0,0,,0,0,,0,0,
Q315522,Ne Win,MMR,MYA,1962,1988,Irregular,Regular,1,0,June Rose Bellamy (spouse): First Lady of Myanmar,1,0,Newin Chidchob,0,0,
Q586850,Maung Maung,MMR,MYA,1988,1988,Regular,Irregular,0,0,,0,0,,0,0,
Q1150570,"Senanayake, Dudley",LKA,SRI,1952,1953,Regular,Retired Due to Ill Health,1,0,Don Stephen Senanayake (parent): Prime Minister of Sri Lanka; Don Stephen Senanayake (parent): Member of the Parliament of Sri Lanka; Don Stephen Senanayake (parent): Member of the Privy Council of the United Kingdom,0,0,,0,0,
Q4271789,Kotelawala,LKA,SRI,1953,1956,Regular,Regular,0,0,,0,0,,0,0,
Q982207,Dahanayake,LKA,SRI,1959,1960,Regular,Regular,0,0,,0,0,,0,0,
Q1150570,"Senanayake, Dudley",LKA,SRI,1960,1960,Regular,Regular,1,0,Don Stephen Senanayake (parent): Prime Minister of Sri Lanka; Don Stephen Senanayake (parent): Member of the Parliament of Sri Lanka; Don Stephen Senanayake (parent): Member of the Privy Council of the United Kingdom,0,0,,0,0,
Q194291,"Bandaranaike, S",LKA,SRI,1960,1965,Regular,Regular,3,1,Chandrika Kumaratunga (child): Prime Minister of Sri Lanka; Chandrika Kumaratunga (child): President of Sri Lanka; Chandrika Kumaratunga (child): Minister of Finance of Sri Lanka; Chandrika Kumaratunga (child): Minister of Defence; Chandrika Kumaratunga (child): Member of the Parliament of Sri Lanka; Anura Bandaranaike (child): Speaker of the Parliament of Sri Lanka; Anura Bandaranaike (child): Minister of Foreign Affairs of Sri Lanka; Anura Bandaranaike (child): Leader of the Opposition; Anura Bandaranaike (child): Member of the Parliament of Sri Lanka; S. W. R. D. Bandaranaike (spouse): Prime Minister of Sri Lanka,0,0,,0,0,
Q1150570,"Senanayake, Dudley",LKA,SRI,1965,1970,Regular,Regular,1,0,Don Stephen Senanayake (parent): Prime Minister of Sri Lanka; Don Stephen Senanayake (parent): Member of the Parliament of Sri Lanka; Don Stephen Senanayake (parent): Member of the Privy Council of the United Kingdom,0,0,,0,0,
Q194291,"Bandaranaike, S",LKA,SRI,1970,1977,Regular,Regular,3,1,Chandrika Kumaratunga (child): Prime Minister of Sri Lanka; Chandrika Kumaratunga (child): President of Sri Lanka; Chandrika Kumaratunga (child): Minister of Finance of Sri Lanka; Chandrika Kumaratunga (child): Minister of Defence; Chandrika Kumaratunga (child): Member of the Parliament of Sri Lanka; Anura Bandaranaike (child): Speaker of the Parliament of Sri Lanka; Anura Bandaranaike (child): Minister of Foreign Affairs of Sri Lanka; Anura Bandaranaike (child): Leader of the Opposition; Anura Bandaranaike (child): Member of the Parliament of Sri Lanka; S. W. R. D. Bandaranaike (spouse): Prime Minister of Sri Lanka,0,0,,0,0,
Q472323,Premadasa,LKA,SRI,1989,1993,Regular,Irregular,2,1,"Sajith Premadasa (child): Leader of the Opposition; Sajith Premadasa (child): Ministry of Construction, Engineering Services, Housing, and Common Amenities; Sajith Premadasa (child): Member of the Parliament of Sri Lanka; Hema Premadasa (spouse): First Lady of Sri Lanka",0,0,,0,0,
Q207432,Kumaratunga,LKA,SRI,1994,2005,Regular,Regular,2,1,Sirimavo Bandaranaike (parent): Prime Minister of Sri Lanka; Sirimavo Bandaranaike (parent): Leader of the Opposition; Sirimavo Bandaranaike (parent): Member of the Parliament of Sri Lanka; S. W. R. D. Bandaranaike (parent): Prime Minister of Sri Lanka; S. W. R. D. Bandaranaike (parent): Member of the Parliament of Sri Lanka,0,0,,0,0,
Q558802,Nasir,MDV,MAD,1957,1978,Regular,Retired Due to Ill Health,0,0,,0,0,,0,0,
Q297957,Maumoon Abdul Gayoom,MDV,MAD,1978,2008,Regular,Regular,2,1,"Yumna Maumoon (child): Minister of Arts, Culture and Heritage; Abdulla Yameen (sibling): President of the Maldives",0,0,,0,0,
Q381928,Tribhuvan,NPL,NEP,1951,1955,Irregular,Natural Death,2,1,Mahendra I of Nepal (child): King of Nepal; Prithvi of Nepal (parent): King of Nepal,3,1,Tribhuvan International Airport; Tribhuvan University; Tribhuvan Highway,0,0,
Q313110,Mahendra,NPL,NEP,1955,1972,Regular,Natural Death,4,1,Birendra of Nepal (child): King of Nepal; Gyanendra of Nepal (child): King of Nepal; Queen Ratna of Nepal (spouse): monarch; Tribhuvan I of Nepal (parent): King of Nepal,1,0,Mahendra Highway,0,0,
Q162306,Birendra,NPL,NEP,1972,1990,Regular,Regular,4,1,Dipendra of Nepal (child): King of Nepal; Aishwarya of Nepal (spouse): queen consort; Gyanendra of Nepal (sibling): King of Nepal; Mahendra I of Nepal (parent): King of Nepal,1,0,Hydraena birendra,0,0,
Q982335,Pote Sarasin,THA,THI,1957,1957,Irregular,Regular,0,0,,1,0,Sarasin bridge,0,0,
Q439990,Thanon Kittakachorn,THA,THI,1957,1958,Regular,Regular,1,0,Narong Kittikachorn (child): Member of the House of Representatives of Thailand,0,0,,1,1,Excellency
Q439990,Thanon Kittakachorn,THA,THI,1963,1973,Regular,Irregular,1,0,Narong Kittikachorn (child): Member of the House of Representatives of Thailand,0,0,,1,1,Excellency
Q974619,Sanya,THA,THI,1973,1975,Irregular,Regular,0,0,,0,0,,0,0,
Q714042,Seni Pramoj,THA,THI,1975,1975,Regular,Regular,0,0,,0,0,,0,0,
Q959588,Kukrot Pramoj,THA,THI,1975,1976,Regular,Regular,0,0,,0,0,,0,0,
Q714042,Seni Pramoj,THA,THI,1976,1976,Regular,Irregular,0,0,,0,0,,0,0,
Q379827,Prem,THA,THI,1980,1988,Regular,Regular,0,0,,3,1,Tinsulanonda bridge; Tinsulanonda Stadium; Prem Tinsulanonda International School,0,0,
Q701841,Choonhavan,THA,THI,1988,1991,Regular,Irregular,2,1,Kraisak Choonhavan (child): Member of the Senate of Thailand; Phin Choonhavan (parent): Commanders-in-chief of the Royal Thai Army; Phin Choonhavan (parent): Deputy Minister of Defence of Thailand; Phin Choonhavan (parent): Deputy Prime Minister of Thailand; Phin Choonhavan (parent): Member of the House of Representatives of Thailand; Phin Choonhavan (parent): Member of the Senate of Thailand; Phin Choonhavan (parent): Minister of Agriculture and Cooperatives,0,0,,0,0,
Q485702,Panyarachun,THA,THI,1991,1992,Regular,Regular,0,0,,0,0,,0,0,
Q959614,Kraprayoon,THA,THI,1992,1992,Regular,Regular,0,0,,0,0,,0,0,
Q485702,Panyarachun,THA,THI,1992,1992,Regular,Regular,0,0,,0,0,,0,0,
Q1068511,Chavalit Yongchaiyudh,THA,THI,1996,1997,Regular,Regular,0,0,,0,0,,0,0,
Q160318,Sihanouk,KHM,CAM,1953,1970,Regular,Irregular,6,1,Norodom Sihamoni (child): King of Cambodia; Norodom Sihamoni (child): Permanent Representative of Cambodia to UNESCO; Norodom Ranariddh (child): Prime Minister of Cambodia; Norodom Buppha Devi (child): minister of culture; Norodom Monineath (spouse): queen consort; Norodom Monineath (spouse): Queen mother; Norodom Monineath (spouse): Queen Regent; Norodom Suramarit (parent): King of Cambodia; Sisowath Kossamak (parent): queen consort; Sisowath Kossamak (parent): Queen mother,3,1,Sihanoukville; Sihanoukism; Oedichirus sihanouki,2,1,king; prince
Q313400,Lon Nol,KHM,CAM,1970,1975,Irregular,Irregular,0,0,,0,0,,0,0,
Q39464,Pol Pot,KHM,CAM,1975,1979,Irregular,Foreign,0,0,,1,0,Poll Potism,0,0,
Q57788,Hun Sen,KHM,CAM,1985,1993,Regular,Regular,2,1,Hun Manet (child): Prime Minister of Cambodia; Hun Mani (child): Member of the National Assembly of Cambodia,2,1,Hun Sen Cup; Hun Sen Boulevard,0,0,
Q57788,Hun Sen,KHM,CAM,1997,2015,Irregular,Still in Office,2,1,Hun Manet (child): Prime Minister of Cambodia; Hun Mani (child): Member of the National Assembly of Cambodia,2,1,Hun Sen Cup; Hun Sen Boulevard,0,0,
Q469498,Souvanna Phouma,LAO,LAO,1951,1954,Regular,Regular,0,0,,2,1,Souvanna phoumai; Souvanna,1,1,prince
Q469498,Souvanna Phouma,LAO,LAO,1956,1958,Regular,Regular,0,0,,2,1,Souvanna phoumai; Souvanna,1,1,prince
Q469498,Souvanna Phouma,LAO,LAO,1960,1960,Irregular,Irregular,0,0,,2,1,Souvanna phoumai; Souvanna,1,1,prince
Q2196351,Boun Oum,LAO,LAO,1960,1962,Irregular,Regular,0,0,,0,0,,0,0,
Q469498,Souvanna Phouma,LAO,LAO,1962,1964,Regular,Irregular,0,0,,2,1,Souvanna phoumai; Souvanna,1,1,prince
Q469498,Souvanna Phouma,LAO,LAO,1964,1975,Regular,Irregular,0,0,,2,1,Souvanna phoumai; Souvanna,1,1,prince
Q36014,Ho Chi Minh,VNM,DRV,1945,1969,Irregular,Natural Death,0,0,,13,1,Ho Chi Minh City; Ho Chi Minh trail; Eszterházy Károly Catholic University; Ho Chi Minh Highway; Order of Hồ Chí Minh; Bulevar Umetnosti; Kho Shi Mina Square; Hồ Chí Minh Prize; Ho Chi Minh sea route; The Ballad of Ho Chi Minh; Zespół Szkół Poligraficznych im. Marszałka Józefa Piłsudskiego w Warszawie; Ho Chi Minh Sarani; Q124705768,0,0,
Q192502,Ngo Dinh Diem,VNM,RVN,1954,1963,Irregular,Irregular,3,1,Ngo Dinh Nhu (sibling): political adviser; Ngô Đình Thục (sibling): titular bishop; Ngô Đình Thục (sibling): vicar apostolic; Ngô Đình Thục (sibling): titular archbishop; Ngô Đình Thục (sibling): Roman Catholic Archbishop of Huế; Ngô Đình Thục (sibling): schismatic bishop; Ngô Đình Luyện (sibling): ambassador,0,0,,0,0,
Q296317,Rahman,MYS,MAL,1957,1959,Regular,Regular,2,1,Badlishah of Kedah (sibling): Sultan of Kedah; Abdul Hamid Halim of Kedah (parent): Sultan of Kedah,2,1,Q12707153; Tunku Abdul Rahman Putra Memorial,1,1,Tengku
Q296317,Rahman,MYS,MAL,1959,1970,Regular,Regular,2,1,Badlishah of Kedah (sibling): Sultan of Kedah; Abdul Hamid Halim of Kedah (parent): Sultan of Kedah,2,1,Q12707153; Tunku Abdul Rahman Putra Memorial,1,1,Tengku
Q529391,Hussein Bin Onn,MYS,MAL,1976,1981,Regular,Retired Due to Ill Health,1,0,Onn Jaafar (parent): Member of the Dewan Rakyat,1,0,Tun Hussein Onn Memorial,0,0,
Q272588,Ahmad Badawi,MYS,MAL,2003,2009,Regular,Regular,0,0,,0,0,,2,1,Tun; Pak Lah
Q131248,Lee Kuan Yew,SGP,SIN,1959,1990,Regular,Regular,1,0,Lee Hsien Loong (child): Prime Minister of Singapore; Lee Hsien Loong (child): Deputy Prime Minister of Singapore; Lee Hsien Loong (child): Minister for Finance; Lee Hsien Loong (child): Senior Minister; Lee Hsien Loong (child): Member of the Parliament of Singapore; Lee Hsien Loong (child): Secretary General of the People's Action Party,1,0,Lee Kuan Yew School of Public Policy,1,1,Order of Saint Michael and Saint George
Q313300,Goh Chok Tong,SGP,SIN,1990,2004,Regular,Regular,0,0,,0,0,,0,0,
Q57327,Hassanal Bolkiah,BRN,BRU,1967,2015,Regular,Still in Office,5,1,"Al-Muhtadee Billah, Crown Prince of Brunei (child): Member of the Legislative Council of Brunei; Al-Muhtadee Billah, Crown Prince of Brunei (child): Crown Prince of Brunei; Al-Muhtadee Billah, Crown Prince of Brunei (child): Minister in the Prime Minister's Office; Prince Mohamed Bolkiah of Brunei (sibling): Member of the Legislative Council of Brunei; Prince Mohamed Bolkiah of Brunei (sibling): Minister of Foreign Affairs of Brunei; Prince Jefri Bolkiah of Brunei (sibling): Pengiran Di-Gadong; Prince Sufri Bolkiah (sibling): Pengiran Bendahara; Omar Ali Saifuddien III of Brunei (parent): Sultan of Brunei Darussalam; Omar Ali Saifuddien III of Brunei (parent): Commander of the Royal Brunei Armed Forces; Omar Ali Saifuddien III of Brunei (parent): Minister of Defence of Brunei",0,0,,1,1,prince
Q223419,Roxas,PHL,PHI,1946,1948,Regular,Natural Death,1,0,Gerry Roxas (child): Member of the Senate of the Philippines,9,1,Roxas; Roxas; Roxas; Roxas; President Roxas; President Roxas; Roxas Boulevard; Paseo de Roxas; Manuel Roxas,0,0,
Q319943,Quirrino,PHL,PHI,1948,1953,Regular,Regular,0,0,,3,1,Quirino; Quirino Avenue; Q24952740,0,0,
Q117096,Magsaysay,PHL,PHI,1953,1957,Regular,Natural Death,1,0,"Ramon Magsaysay, Jr. (child): member of the House of Representatives; Ramon Magsaysay, Jr. (child): Member of the Senate of the Philippines",1,0,Ramon Magsaysay Award,0,0,
Q319939,Garcia,PHL,PHI,1957,1961,Regular,Regular,0,0,,2,1,President Carlos P. Garcia; President Carlos P. Garcia Ancestral Park,0,0,
Q312539,Macapagal,PHL,PHI,1961,1965,Regular,Regular,1,0,Gloria Macapagal Arroyo (child): President of the Philippines; Gloria Macapagal Arroyo (child): Vice President of the Philippines; Gloria Macapagal Arroyo (child): Deputy Speaker of the House of Representatives of the Philippines; Gloria Macapagal Arroyo (child): Secretary of National Defense; Gloria Macapagal Arroyo (child): Secretary of Social Welfare and Development; Gloria Macapagal Arroyo (child): member of the House of Representatives; Gloria Macapagal Arroyo (child): Member of the Senate of the Philippines; Gloria Macapagal Arroyo (child): ICDP commissioner and Vice president,1,0,Clark International Airport,0,0,
