obsid,leadid,ccode,idacr,leader,startdate,enddate,entry,exit,exitcode,gender,yrborn,yrdied,dbpedia_clean,fties,ftcur,start_year,end_year
URU-2010,8250ec2d-1e42-11e4-b4cd-db5882bf8def,165,URU,Jose Mujica,2010-03-01,2015-03-01,Regular,Regular,Regular,M,1935,-777,,NA,NA,2010,2015
URU-2015,43f5aea3-de6a-11e5-ba44-bb6d7c1a9a58,165,URU,Tabare Vasquez,2015-03-01,2015-12-31,Regular,Still in Office,Still in Office,M,1940,-777,,NA,NA,2015,2015
UKG-1945,82074afe-1e42-11e4-b4cd-db5882bf8def,200,UKG,Atlee,1945-07-27,1951-10-26,Regular,Regular,Regular,M,1883,1967,http://dbpedia.org/resource/Clement_Attlee,NA,NA,1945,1951
UKG-1951,82071a2d-1e42-11e4-b4cd-db5882bf8def,200,UKG,Churchill,1951-10-26,1955-04-05,Regular,Regular,Regular,M,1874,1965,http://dbpedia.org/resource/Winston_Churchill,NA,NA,1951,1955
UKG-1955,82074aff-1e42-11e4-b4cd-db5882bf8def,200,UKG,Eden,1955-04-06,1957-01-09,Regular,Retired Due to Ill Health,Regular,M,1897,1977,http://dbpedia.org/resource/Anthony_Eden,NA,NA,1955,1957
UKG-1957,82074b00-1e42-11e4-b4cd-db5882bf8def,200,UKG,MacMillan,1957-01-10,1963-10-18,Regular,Regular,Regular,M,1894,1986,http://dbpedia.org/resource/Harold_Macmillan,NA,NA,1957,1963
UKG-1963,82077bd2-1e42-11e4-b4cd-db5882bf8def,200,UKG,Douglas-Home,1963-10-18,1964-10-16,Regular,Regular,Regular,M,1903,1995,http://dbpedia.org/resource/Alec_Douglas-2DHome,NA,NA,1963,1964
UKG-1964,82077bd3-1e42-11e4-b4cd-db5882bf8def,200,UKG,Wilson,1964-10-16,1970-06-19,Regular,Regular,Regular,M,1916,1995,http://dbpedia.org/resource/Harold_Wilson,NA,NA,1964,1970
UKG-1970,82077bd4-1e42-11e4-b4cd-db5882bf8def,200,UKG,Heath,1970-06-19,1974-03-04,Regular,Regular,Regular,M,1916,2005,http://dbpedia.org/resource/Edward_Heath,NA,NA,1970,1974
UKG-1974,82077bd3-1e42-11e4-b4cd-db5882bf8def,200,UKG,Wilson,1974-03-04,1976-04-05,Regular,Regular,Regular,M,1916,1995,http://dbpedia.org/resource/Harold_Wilson,NA,NA,1974,1976
UKG-1976,82077bd5-1e42-11e4-b4cd-db5882bf8def,200,UKG,Callaghan,1976-04-05,1979-05-04,Regular,Regular,Regular,M,1912,2005,http://dbpedia.org/resource/James_Callaghan,NA,NA,1976,1979
UKG-1979,8207aca6-1e42-11e4-b4cd-db5882bf8def,200,UKG,Thatcher,1979-05-04,1990-11-28,Regular,Regular,Regular,F,1925,-777,http://dbpedia.org/resource/Margaret_Thatcher,NA,NA,1979,1990
UKG-1990,8207aca7-1e42-11e4-b4cd-db5882bf8def,200,UKG,Major,1990-11-28,1997-05-02,Regular,Regular,Regular,M,1943,-777,http://dbpedia.org/resource/John_Major,NA,NA,1990,1997
UKG-1997,8207aca8-1e42-11e4-b4cd-db5882bf8def,200,UKG,Blair,1997-05-02,2007-06-27,Regular,Regular,Regular,M,1953,-777,http://dbpedia.org/resource/Tony_Blair,NA,NA,1997,2007
UKG-2007,8250ec2e-1e42-11e4-b4cd-db5882bf8def,200,UKG,Brown,2007-06-27,2010-05-11,Regular,Regular,Regular,M,1951,-777,,NA,NA,2007,2010
UKG-2010,8250ec2f-1e42-11e4-b4cd-db5882bf8def,200,UKG,Cameron,2010-05-11,2015-12-31,Regular,Still in Office,Still in Office,M,1966,-777,,NA,NA,2010,2015
IRE-1948,82080e59-1e42-11e4-b4cd-db5882bf8def,205,IRE,Costello,1948-02-18,1951-06-13,Regular,Regular,Regular,M,1891,1976,http://dbpedia.org/resource/John_A._Costello,NA,NA,1948,1951
IRE-1951,8207dd84-1e42-11e4-b4cd-db5882bf8def,205,IRE,de Valera,1951-06-13,1954-06-02,Regular,Regular,Regular,M,1882,1975,,NA,NA,1951,1954
IRE-1954,82080e59-1e42-11e4-b4cd-db5882bf8def,205,IRE,Costello,1954-06-02,1957-03-20,Regular,Regular,Regular,M,1891,1976,http://dbpedia.org/resource/John_A._Costello,NA,NA,1954,1957
IRE-1957,8207dd84-1e42-11e4-b4cd-db5882bf8def,205,IRE,de Valera,1957-03-20,1959-06-23,Regular,Regular,Regular,M,1882,1975,,NA,NA,1957,1959
IRE-1959,82080e5a-1e42-11e4-b4cd-db5882bf8def,205,IRE,LeMass,1959-06-23,1966-11-10,Regular,Regular,Regular,M,1899,1971,,NA,NA,1959,1966
IRE-1966,82083f2c-1e42-11e4-b4cd-db5882bf8def,205,IRE,Lynch,1966-11-10,1973-03-14,Regular,Regular,Regular,M,1917,1999,http://dbpedia.org/resource/Jack_Lynch,NA,NA,1966,1973
IRE-1973,82083f2d-1e42-11e4-b4cd-db5882bf8def,205,IRE,"Cosgrave, L.",1973-03-14,1977-07-05,Regular,Regular,Regular,M,1920,-777,,"Son of Cosgrave, W.%82080e58-1e42-11e4-b4cd-db5882bf8def",1,1973,1977
IRE-1977,82083f2c-1e42-11e4-b4cd-db5882bf8def,205,IRE,Lynch,1977-07-05,1979-12-11,Regular,Regular,Regular,M,1917,1999,http://dbpedia.org/resource/Jack_Lynch,NA,NA,1977,1979
IRE-1979,82083f2e-1e42-11e4-b4cd-db5882bf8def,205,IRE,Haughey,1979-12-11,1981-06-30,Regular,Regular,Regular,M,1925,2006,http://dbpedia.org/resource/Charles_Haughey,NA,NA,1979,1981
IRE-1981,82087000-1e42-11e4-b4cd-db5882bf8def,205,IRE,Fitzgerald,1981-06-30,1982-03-09,Regular,Regular,Regular,M,1926,2011,http://dbpedia.org/resource/Garret_FitzGerald,NA,NA,1981,1982
IRE-1982-1,82083f2e-1e42-11e4-b4cd-db5882bf8def,205,IRE,Haughey,1982-03-09,1982-12-14,Regular,Regular,Regular,M,1925,2006,http://dbpedia.org/resource/Charles_Haughey,NA,NA,1982,1982
IRE-1982-2,82087000-1e42-11e4-b4cd-db5882bf8def,205,IRE,Fitzgerald,1982-12-14,1987-03-10,Regular,Regular,Regular,M,1926,2011,http://dbpedia.org/resource/Garret_FitzGerald,NA,NA,1982,1987
IRE-1987,82083f2e-1e42-11e4-b4cd-db5882bf8def,205,IRE,Haughey,1987-03-10,1992-02-11,Regular,Regular,Regular,M,1925,2006,http://dbpedia.org/resource/Charles_Haughey,NA,NA,1987,1992
IRE-1992,82087001-1e42-11e4-b4cd-db5882bf8def,205,IRE,Reynolds,1992-02-11,1994-12-15,Regular,Regular,Regular,M,1935,-777,,NA,NA,1992,1994
IRE-1994,82087002-1e42-11e4-b4cd-db5882bf8def,205,IRE,Bruton,1994-12-15,1997-06-26,Regular,Regular,Regular,M,1947,-777,,NA,NA,1994,1997
IRE-1997,8208a0d4-1e42-11e4-b4cd-db5882bf8def,205,IRE,Ahern,1997-06-26,2008-05-07,Regular,Regular,Regular,M,1951,-777,,NA,NA,1997,2008
IRE-2008,8250ec30-1e42-11e4-b4cd-db5882bf8def,205,IRE,B. Cowen,2008-05-07,2011-03-09,Regular,Regular,Regular,M,1960,-777,,NA,NA,2008,2011
IRE-2011,82511d00-1e42-11e4-b4cd-db5882bf8def,205,IRE,E. Kenny,2011-03-09,2015-12-31,Regular,Still in Office,Still in Office,M,1951,-777,,NA,NA,2011,2015
NTH-1945,82093355-1e42-11e4-b4cd-db5882bf8def,210,NTH,Schermerhorn,1945-06-24,1946-05-17,Regular,Regular,Regular,M,1894,1977,,NA,NA,1945,1946
NTH-1946,82096424-1e42-11e4-b4cd-db5882bf8def,210,NTH,Beel,1946-07-03,1948-07-07,Regular,Regular,Regular,M,1902,1977,http://dbpedia.org/resource/Louis_Beel,NA,NA,1946,1948
NTH-1948,82096425-1e42-11e4-b4cd-db5882bf8def,210,NTH,Drees,1948-08-07,1958-12-22,Regular,Regular,Regular,M,1886,1988,http://dbpedia.org/resource/Willem_Drees,NA,NA,1948,1958
NTH-1958,82096424-1e42-11e4-b4cd-db5882bf8def,210,NTH,Beel,1958-12-22,1959-05-19,Regular,Regular,Regular,M,1902,1977,http://dbpedia.org/resource/Louis_Beel,NA,NA,1958,1959
NTH-1959,82096426-1e42-11e4-b4cd-db5882bf8def,210,NTH,de Quay,1959-05-19,1963-05-15,Regular,Regular,Regular,M,1901,1985,http://dbpedia.org/resource/Jan_de_Quay,NA,NA,1959,1963
NTH-1963,82096427-1e42-11e4-b4cd-db5882bf8def,210,NTH,Marijnen,1963-07-24,1965-02-26,Regular,Regular,Regular,M,1917,1975,http://dbpedia.org/resource/Victor_Marijnen,NA,NA,1963,1965
NTH-1965,82096428-1e42-11e4-b4cd-db5882bf8def,210,NTH,Cals,1965-04-27,1966-10-14,Regular,Regular,Regular,M,1914,1971,http://dbpedia.org/resource/Jo_Cals,NA,NA,1965,1966
NTH-1966,82096429-1e42-11e4-b4cd-db5882bf8def,210,NTH,Zijlstra,1966-11-22,1967-02-15,Regular,Regular,Regular,M,1918,2001,http://dbpedia.org/resource/Jelle_Zijlstra,NA,NA,1966,1967
NTH-1967,820994f8-1e42-11e4-b4cd-db5882bf8def,210,NTH,De Jong,1967-04-03,1971-04-29,Regular,Regular,Regular,M,1915,-777,http://dbpedia.org/resource/Piet_de_Jong,NA,NA,1967,1971
NTH-1971,820994f9-1e42-11e4-b4cd-db5882bf8def,210,NTH,Biesheuvel,1971-07-06,1973-05-11,Regular,Regular,Regular,M,1920,2001,http://dbpedia.org/resource/Barend_Biesheuvel,NA,NA,1971,1973
NTH-1973,820994fa-1e42-11e4-b4cd-db5882bf8def,210,NTH,den Uyl,1973-05-11,1977-12-19,Regular,Regular,Regular,M,1919,1987,http://dbpedia.org/resource/Joop_den_Uyl,NA,NA,1973,1977
NTH-1977,820994fb-1e42-11e4-b4cd-db5882bf8def,210,NTH,van Agt,1977-12-19,1982-11-04,Regular,Regular,Regular,M,1931,-777,http://dbpedia.org/resource/Dries_van_Agt,NA,NA,1977,1982
NTH-1982,820994fc-1e42-11e4-b4cd-db5882bf8def,210,NTH,Lubbers,1982-11-04,1994-08-22,Regular,Regular,Regular,M,1939,-777,http://dbpedia.org/resource/Ruud_Lubbers,NA,NA,1982,1994
NTH-1994,820994fd-1e42-11e4-b4cd-db5882bf8def,210,NTH,Kok,1994-08-22,2002-07-22,Regular,Regular,Regular,M,1938,-777,http://dbpedia.org/resource/Wim_Kok,NA,NA,1994,2002
NTH-2002,8209c5d6-1e42-11e4-b4cd-db5882bf8def,210,NTH,Jan Peter Balkenende,2002-07-22,2010-10-14,Regular,Regular,Regular,M,1956,-777,http://dbpedia.org/resource/Jan_Peter_Balkenende,NA,NA,2002,2010
NTH-2010,82511d01-1e42-11e4-b4cd-db5882bf8def,210,NTH,M. Rutte,2010-10-14,2015-12-31,Regular,Still in Office,Still in Office,M,1967,-777,,NA,NA,2010,2015
BEL-1945,820a5857-1e42-11e4-b4cd-db5882bf8def,211,BEL,van Acker,1945-02-11,1946-02-18,Regular,Regular,Regular,M,1898,1975,,NA,NA,1945,1946
BEL-1946-1,820a5855-1e42-11e4-b4cd-db5882bf8def,211,BEL,Spaak,1946-03-12,1946-03-21,Regular,Regular,Regular,M,1899,1972,http://dbpedia.org/resource/Paul-2DHenri_Spaak,NA,NA,1946,1946
BEL-1946-2,820a5857-1e42-11e4-b4cd-db5882bf8def,211,BEL,van Acker,1946-03-31,1946-07-09,Regular,Regular,Regular,M,1898,1975,,NA,NA,1946,1946
BEL-1946-3,820a8926-1e42-11e4-b4cd-db5882bf8def,211,BEL,Huysman,1946-08-02,1947-03-12,Regular,Regular,Regular,M,1871,1968,,NA,NA,1946,1947
BEL-1947,820a5855-1e42-11e4-b4cd-db5882bf8def,211,BEL,Spaak,1947-03-19,1949-06-28,Regular,Regular,Regular,M,1899,1972,http://dbpedia.org/resource/Paul-2DHenri_Spaak,NA,NA,1947,1949
BEL-1949,820a8927-1e42-11e4-b4cd-db5882bf8def,211,BEL,"Eyskens, G.",1949-08-10,1950-03-18,Regular,Regular,Regular,M,1905,1988,,"Father of Eyskens, M.%820ab9ff-1e42-11e4-b4cd-db5882bf8def",0,1949,1950
BEL-1950-1,820a8928-1e42-11e4-b4cd-db5882bf8def,211,BEL,Duvieusart,1950-06-08,1950-08-11,Regular,Regular,Regular,M,1900,1977,,NA,NA,1950,1950
BEL-1950-2,820a8929-1e42-11e4-b4cd-db5882bf8def,211,BEL,Pholien,1950-08-15,1952-01-09,Regular,Regular,Regular,M,1884,1968,,NA,NA,1950,1952
BEL-1952,820a892a-1e42-11e4-b4cd-db5882bf8def,211,BEL,van Houtte,1952-01-15,1954-04-12,Regular,Regular,Regular,M,1907,1991,,NA,NA,1952,1954
BEL-1954,820a5857-1e42-11e4-b4cd-db5882bf8def,211,BEL,van Acker,1954-04-22,1958-06-02,Regular,Regular,Regular,M,1898,1975,,NA,NA,1954,1958
BEL-1958,820a8927-1e42-11e4-b4cd-db5882bf8def,211,BEL,"Eyskens, G.",1958-06-25,1961-03-27,Regular,Regular,Regular,M,1905,1988,,"Father of Eyskens, M.%820ab9ff-1e42-11e4-b4cd-db5882bf8def",0,1958,1961
BEL-1961,820a892b-1e42-11e4-b4cd-db5882bf8def,211,BEL,Lefevre,1961-04-25,1965-07-27,Regular,Regular,Regular,M,1914,1973,,NA,NA,1961,1965
BEL-1965,820ab9fa-1e42-11e4-b4cd-db5882bf8def,211,BEL,Harmel,1965-07-27,1966-02-11,Regular,Regular,Regular,M,1911,2009,,NA,NA,1965,1966
BEL-1966,820ab9fb-1e42-11e4-b4cd-db5882bf8def,211,BEL,Vanden Boeynants,1966-03-19,1968-06-16,Regular,Regular,Regular,M,1919,2001,,NA,NA,1966,1968
BEL-1968,820a8927-1e42-11e4-b4cd-db5882bf8def,211,BEL,"Eyskens, G.",1968-06-17,1973-01-26,Regular,Regular,Regular,M,1905,1988,,"Father of Eyskens, M.%820ab9ff-1e42-11e4-b4cd-db5882bf8def",0,1968,1973
BEL-1973,820ab9fc-1e42-11e4-b4cd-db5882bf8def,211,BEL,Leburton,1973-01-26,1974-04-24,Regular,Regular,Regular,M,1915,1997,,NA,NA,1973,1974
BEL-1974,820ab9fd-1e42-11e4-b4cd-db5882bf8def,211,BEL,Tindemans,1974-04-25,1978-10-20,Regular,Regular,Regular,M,1922,-777,,NA,NA,1974,1978
BEL-1978,820ab9fb-1e42-11e4-b4cd-db5882bf8def,211,BEL,Vanden Boeynants,1978-10-20,1979-04-03,Regular,Regular,Regular,M,1919,2001,,NA,NA,1978,1979
BEL-1979,820ab9fe-1e42-11e4-b4cd-db5882bf8def,211,BEL,Martens,1979-04-03,1981-04-06,Regular,Regular,Regular,M,1936,-777,http://dbpedia.org/resource/Wilfried_Martens,NA,NA,1979,1981
BEL-1981-1,820ab9ff-1e42-11e4-b4cd-db5882bf8def,211,BEL,"Eyskens, M.",1981-04-06,1981-12-17,Regular,Regular,Regular,M,1933,-777,http://dbpedia.org/resource/Mark_Eyskens,"Son of Eyskens, G.%820a8927-1e42-11e4-b4cd-db5882bf8def",1,1981,1981
BEL-1981-2,820ab9fe-1e42-11e4-b4cd-db5882bf8def,211,BEL,Martens,1981-12-17,1992-03-07,Regular,Regular,Regular,M,1936,-777,http://dbpedia.org/resource/Wilfried_Martens,NA,NA,1981,1992
BEL-1992,820aeace-1e42-11e4-b4cd-db5882bf8def,211,BEL,Dehaene,1992-03-07,1999-07-12,Regular,Regular,Regular,M,1940,-777,http://dbpedia.org/resource/Jean-2DLuc_Dehaene,NA,NA,1992,1999
BEL-1999,820aeacf-1e42-11e4-b4cd-db5882bf8def,211,BEL,Verhofstadt,1999-07-12,2008-03-20,Regular,Regular,Regular,M,1953,-777,,NA,NA,1999,2008
BEL-2008-1,82511d02-1e42-11e4-b4cd-db5882bf8def,211,BEL,Leterme,2008-03-20,2008-12-30,Regular,Regular,Regular,M,1960,-777,,NA,NA,2008,2008
BEL-2008-2,82511d03-1e42-11e4-b4cd-db5882bf8def,211,BEL,van Rompuy,2008-12-30,2009-11-25,Regular,Regular,Regular,M,1947,-777,,NA,NA,2008,2009
BEL-2009,82511d02-1e42-11e4-b4cd-db5882bf8def,211,BEL,Leterme,2009-11-25,2011-12-06,Regular,Regular,Regular,M,1960,-777,,NA,NA,2009,2011
BEL-2011,82511d04-1e42-11e4-b4cd-db5882bf8def,211,BEL,Di Rupo,2011-12-06,2014-10-11,Regular,Regular,Regular,M,1951,-777,,NA,NA,2011,2014
BEL-2014,149e3ccc-aae0-11e4-b3bc-29f2fa19767e,211,BEL,Charles Michel,2014-10-11,2015-12-31,Regular,Still in Office,Still in Office,M,1975,-777,,NA,NA,2014,2015
LUX-1945,820b4c76-1e42-11e4-b4cd-db5882bf8def,212,LUX,Dupong,1945-05-09,1953-12-22,Regular,Natural Death,Regular,M,1885,1953,http://dbpedia.org/resource/Pierre_Dupong,NA,NA,1945,1953
LUX-1953,820b1ba7-1e42-11e4-b4cd-db5882bf8def,212,LUX,Bech,1953-12-28,1958-03-26,Regular,Regular,Regular,M,1887,1975,http://dbpedia.org/resource/Joseph_Bech,NA,NA,1953,1958
LUX-1958,820b4c77-1e42-11e4-b4cd-db5882bf8def,212,LUX,Frieden,1958-03-31,1959-02-23,Regular,Natural Death,Regular,M,1892,1959,http://dbpedia.org/resource/Pierre_Frieden,NA,NA,1958,1959
LUX-1959,820b4c78-1e42-11e4-b4cd-db5882bf8def,212,LUX,Werner,1959-03-07,1974-05-27,Regular,Regular,Regular,M,1913,2002,http://dbpedia.org/resource/Pierre_Werner,NA,NA,1959,1974
LUX-1974,820b4c79-1e42-11e4-b4cd-db5882bf8def,212,LUX,Thorn G.,1974-06-15,1979-07-19,Regular,Regular,Regular,M,1928,2007,http://dbpedia.org/resource/Gaston_Thorn,NA,NA,1974,1979
LUX-1979,820b4c78-1e42-11e4-b4cd-db5882bf8def,212,LUX,Werner,1979-07-19,1984-07-20,Regular,Regular,Regular,M,1913,2002,http://dbpedia.org/resource/Pierre_Werner,NA,NA,1979,1984
LUX-1984,820b4c7a-1e42-11e4-b4cd-db5882bf8def,212,LUX,Santer,1984-07-20,1995-01-20,Regular,Regular,Regular,M,1937,-777,http://dbpedia.org/resource/Jacques_Santer,NA,NA,1984,1995
LUX-1995,820b4c7b-1e42-11e4-b4cd-db5882bf8def,212,LUX,Juncker,1995-01-20,2013-12-04,Regular,Regular,Regular,M,1954,-777,,NA,NA,1995,2013
LUX-2013,2b37a454-3481-11e4-8dba-bbcd9ed46413,212,LUX,Xavier Bettel,2013-12-04,2015-12-31,Regular,Still in Office,Still in Office,M,1973,-777,,NA,NA,2013,2015
FRN-1946-1,820d03f4-1e42-11e4-b4cd-db5882bf8def,220,FRN,Gouin,1946-01-26,1946-06-12,Regular,Regular,Regular,M,1884,1977,http://dbpedia.org/resource/F-25C3-25A9lix_Gouin,NA,NA,1946,1946
FRN-1946-2,357ffcc8-3bbd-11e5-afeb-eb6f07f9fec7,220,FRN,Bidault,1946-06-24,1946-11-28,Regular,Regular,Regular,M,1899,1983,http://dbpedia.org/resource/Georges_Bidault,NA,NA,1946,1946
FRN-1946-3,820cd322-1e42-11e4-b4cd-db5882bf8def,220,FRN,Blum,1946-12-16,1947-01-16,Regular,Regular,Regular,M,1872,1950,http://dbpedia.org/resource/L-25C3-25A9on_Blum,NA,NA,1946,1947
FRN-1947-1,820d03f6-1e42-11e4-b4cd-db5882bf8def,220,FRN,Ramadier,1947-01-22,1947-11-19,Regular,Regular,Regular,M,1888,1961,http://dbpedia.org/resource/Paul_Ramadier,NA,NA,1947,1947
FRN-1947-2,820d03f7-1e42-11e4-b4cd-db5882bf8def,220,FRN,Schuman,1947-11-24,1948-07-19,Regular,Regular,Regular,M,1886,1963,http://dbpedia.org/resource/Robert_Schuman,NA,NA,1947,1948
FRN-1948-1,820d03f8-1e42-11e4-b4cd-db5882bf8def,220,FRN,Marie,1948-07-27,1948-08-27,Regular,Regular,Regular,M,1897,1974,http://dbpedia.org/resource/Andr-25C3-25A9_Marie,NA,NA,1948,1948
FRN-1948-2,820d03f7-1e42-11e4-b4cd-db5882bf8def,220,FRN,Schuman,1948-08-31,1948-09-08,Regular,Regular,Regular,M,1886,1963,http://dbpedia.org/resource/Robert_Schuman,NA,NA,1948,1948
FRN-1948-3,820d03f9-1e42-11e4-b4cd-db5882bf8def,220,FRN,Queuille,1948-09-13,1949-10-06,Regular,Regular,Regular,M,1884,1970,http://dbpedia.org/resource/Henri_Queuille,NA,NA,1948,1949
FRN-1949,357ffcc8-3bbd-11e5-afeb-eb6f07f9fec7,220,FRN,Bidault,1949-10-28,1950-06-24,Regular,Regular,Regular,M,1899,1983,http://dbpedia.org/resource/Georges_Bidault,NA,NA,1949,1950
FRN-1950-1,820d03f9-1e42-11e4-b4cd-db5882bf8def,220,FRN,Queuille,1950-06-30,1950-07-04,Regular,Regular,Regular,M,1884,1970,http://dbpedia.org/resource/Henri_Queuille,NA,NA,1950,1950
FRN-1950-2,820d34c9-1e42-11e4-b4cd-db5882bf8def,220,FRN,Pleven,1950-07-11,1951-02-28,Regular,Regular,Regular,M,1901,1993,http://dbpedia.org/resource/Ren-25C3-25A9_Pleven,NA,NA,1950,1951
FRN-1951-1,820d03f9-1e42-11e4-b4cd-db5882bf8def,220,FRN,Queuille,1951-03-09,1951-07-10,Regular,Regular,Regular,M,1884,1970,http://dbpedia.org/resource/Henri_Queuille,NA,NA,1951,1951
FRN-1951-2,820d34c9-1e42-11e4-b4cd-db5882bf8def,220,FRN,Pleven,1951-08-08,1952-01-08,Regular,Regular,Regular,M,1901,1993,http://dbpedia.org/resource/Ren-25C3-25A9_Pleven,NA,NA,1951,1952
FRN-1952-1,820d34ca-1e42-11e4-b4cd-db5882bf8def,220,FRN,Faure,1952-01-18,1952-02-29,Regular,Regular,Regular,M,1908,1988,http://dbpedia.org/resource/Edgar_Faure,NA,NA,1952,1952
FRN-1952-2,820d34cb-1e42-11e4-b4cd-db5882bf8def,220,FRN,Pinay,1952-03-07,1952-12-23,Regular,Regular,Regular,M,1891,1994,http://dbpedia.org/resource/Antoine_Pinay,NA,NA,1952,1952
FRN-1953-1,820d34cc-1e42-11e4-b4cd-db5882bf8def,220,FRN,Mayer,1953-01-07,1953-05-21,Regular,Regular,Regular,M,1895,1972,http://dbpedia.org/resource/Ren-25C3-25A9_Mayer,NA,NA,1953,1953
FRN-1953-2,820d34cd-1e42-11e4-b4cd-db5882bf8def,220,FRN,Laniel,1953-06-26,1954-06-12,Regular,Regular,Regular,M,1889,1975,http://dbpedia.org/resource/Joseph_Laniel,NA,NA,1953,1954
FRN-1954,820d659c-1e42-11e4-b4cd-db5882bf8def,220,FRN,Mendes-France,1954-06-18,1955-02-05,Regular,Regular,Regular,M,1907,1982,,NA,NA,1954,1955
FRN-1955,820d34ca-1e42-11e4-b4cd-db5882bf8def,220,FRN,Faure,1955-02-23,1956-01-19,Regular,Regular,Regular,M,1908,1988,http://dbpedia.org/resource/Edgar_Faure,NA,NA,1955,1956
FRN-1956,820d659d-1e42-11e4-b4cd-db5882bf8def,220,FRN,Mollet,1956-01-31,1957-06-13,Regular,Regular,Regular,M,1905,1975,http://dbpedia.org/resource/Guy_Mollet,NA,NA,1956,1957
FRN-1957-1,820d659e-1e42-11e4-b4cd-db5882bf8def,220,FRN,Bourges-Maunory,1957-06-13,1957-11-05,Regular,Regular,Regular,M,1914,1993,http://dbpedia.org/resource/Maurice_Bourg-25C3-25A8s-2DMaunoury,NA,NA,1957,1957
FRN-1957-2,820d659f-1e42-11e4-b4cd-db5882bf8def,220,FRN,Gaillard,1957-11-06,1958-05-13,Regular,Regular,Regular,M,1919,1970,http://dbpedia.org/resource/F-25C3-25A9lix_Gaillard,NA,NA,1957,1958
FRN-1958-1,820d65a0-1e42-11e4-b4cd-db5882bf8def,220,FRN,Pflimin,1958-05-14,1958-05-31,Regular,Regular,Regular,M,1907,2000,http://dbpedia.org/resource/Pierre_Pflimlin,NA,NA,1958,1958
FRN-1958-2,820cd325-1e42-11e4-b4cd-db5882bf8def,220,FRN,De Gaulle,1958-06-01,1969-04-27,Regular,Regular,Regular,M,1890,1970,http://dbpedia.org/resource/Charles_de_Gaulle,NA,NA,1958,1969
FRN-1969-1,820d65a1-1e42-11e4-b4cd-db5882bf8def,220,FRN,Poher,1969-04-27,1969-06-20,Regular,Regular,Regular,M,1909,1996,http://dbpedia.org/resource/Alain_Poher,NA,NA,1969,1969
FRN-1969-2,820d967a-1e42-11e4-b4cd-db5882bf8def,220,FRN,Pompidou,1969-06-20,1974-04-02,Regular,Natural Death,Regular,M,1911,1974,http://dbpedia.org/resource/Georges_Pompidou,NA,NA,1969,1974
FRN-1974-1,820d65a1-1e42-11e4-b4cd-db5882bf8def,220,FRN,Poher,1974-04-02,1974-05-27,Regular,Regular,Regular,M,1909,1996,http://dbpedia.org/resource/Alain_Poher,NA,NA,1974,1974
FRN-1974-2,820d967b-1e42-11e4-b4cd-db5882bf8def,220,FRN,Giscard D'Estaing,1974-05-27,1981-05-21,Regular,Regular,Regular,M,1926,-777,,NA,NA,1974,1981
FRN-1981,820d967c-1e42-11e4-b4cd-db5882bf8def,220,FRN,Mitterand,1981-05-21,1995-05-17,Regular,Regular,Regular,M,1916,1996,http://dbpedia.org/resource/Fran-25C3-25A7ois_Mitterrand,NA,NA,1981,1995
FRN-1995,820d967d-1e42-11e4-b4cd-db5882bf8def,220,FRN,Chirac,1995-05-17,2007-05-16,Regular,Regular,Regular,M,1932,-777,http://dbpedia.org/resource/Jacques_Chirac,NA,NA,1995,2007
FRN-2007,82511d05-1e42-11e4-b4cd-db5882bf8def,220,FRN,Sarkozy,2007-05-16,2012-05-15,Regular,Regular,Regular,M,1955,-777,,NA,NA,2007,2012
FRN-2012,2b37a455-3481-11e4-8dba-bbcd9ed46413,220,FRN,Hollande,2012-05-15,2015-12-31,Regular,Still in Office,Still in Office,M,1954,-777,,NA,NA,2012,2015
SWZ-1945,820eec4a-1e42-11e4-b4cd-db5882bf8def,225,SWZ,von Steiger,1945-01-01,1945-12-31,Regular,Regular,Regular,M,1881,1962,,NA,NA,1945,1945
SWZ-1946,820f1d1a-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Kobelt,1946-01-01,1946-12-31,Regular,Regular,Regular,M,1891,1968,,NA,NA,1946,1946
SWZ-1947,820eec46-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Etter,1947-01-01,1947-12-31,Regular,Regular,Regular,M,1891,1977,,NA,NA,1947,1947
SWZ-1948,3586da98-3bbd-11e5-afeb-eb6f07f9fec7,225,SWZ,Enrico Celio,1948-01-01,1948-12-31,Regular,Regular,Regular,M,1889,1980,,NA,NA,1948,1948
SWZ-1949,820f1d1b-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Nobs,1949-01-01,1949-12-31,Regular,Regular,Regular,M,1886,1957,,NA,NA,1949,1949
SWZ-1950,820f1d1c-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Petipierre,1950-01-01,1950-12-31,Regular,Regular,Regular,M,1899,1994,,NA,NA,1950,1950
SWZ-1951,820eec4a-1e42-11e4-b4cd-db5882bf8def,225,SWZ,von Steiger,1951-01-01,1951-12-31,Regular,Regular,Regular,M,1881,1962,,NA,NA,1951,1951
SWZ-1952,820f1d1a-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Kobelt,1952-01-01,1952-12-31,Regular,Regular,Regular,M,1891,1968,,NA,NA,1952,1952
SWZ-1953,820eec46-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Etter,1953-01-01,1953-12-31,Regular,Regular,Regular,M,1891,1977,,NA,NA,1953,1953
