obsid,leadid,ccode,idacr,leader,startdate,enddate,entry,exit,exitcode,gender,yrborn,yrdied,dbpedia_clean,fties,ftcur,start_year,end_year
PAK-1996,8248b86a-1e42-11e4-b4cd-db5882bf8def,770,PAK,Khalid,1996-11-05,1997-02-17,Irregular,Regular,Regular,M,1916,2003,http://dbpedia.org/resource/Malik_Meraj_Khalid,NA,NA,1996,1997
PAK-1997,8248878f-1e42-11e4-b4cd-db5882bf8def,770,PAK,Sharif,1997-02-17,1999-10-12,Regular,Irregular,"Removed by Military, without Foreign Support",M,1949,-777,http://dbpedia.org/resource/Nawaz_Sharif,NA,NA,1997,1999
PAK-1999,8248b86b-1e42-11e4-b4cd-db5882bf8def,770,PAK,Musharraf,1999-10-14,2008-08-18,Irregular,Regular,Regular,M,1943,-777,,NA,NA,1999,2008
PAK-2008-1,82551e7b-1e42-11e4-b4cd-db5882bf8def,770,PAK,Soomro,2008-08-18,2008-09-09,Regular,Regular,Regular,M,1950,-777,,NA,NA,2008,2008
PAK-2008-2,82551e7c-1e42-11e4-b4cd-db5882bf8def,770,PAK,Zardari,2008-09-09,2013-06-05,Regular,Regular,Regular,M,1955,-777,,Husband of Benazir Bhutto%8248878d-1e42-11e4-b4cd-db5882bf8def,1,2008,2013
PAK-2013,2b3ec87d-3481-11e4-8dba-bbcd9ed46413,770,PAK,Nawaz Sharif,2013-06-05,2015-12-31,Regular,Still in Office,Still in Office,M,1949,-777,,NA,NA,2013,2015
BNG-1971,8248b86c-1e42-11e4-b4cd-db5882bf8def,771,BNG,Syed Nazrul Islam,1971-04-11,1972-01-10,Regular,Regular,Regular,M,1925,1975,,NA,NA,1971,1972
BNG-1972,8248b86d-1e42-11e4-b4cd-db5882bf8def,771,BNG,Sheikh Mujib Rahman,1972-01-13,1975-08-15,Regular,Irregular,"Removed by Military, without Foreign Support",M,1920,1975,http://dbpedia.org/resource/Sheikh_Mujibur_Rahman,Father of Hasina Wazed%365240e8-3bbd-11e5-afeb-eb6f07f9fec7,0,1972,1975
BNG-1975-1,8248e93c-1e42-11e4-b4cd-db5882bf8def,771,BNG,Moshtaque Ahmed,1975-08-15,1975-11-06,Irregular,Irregular,"Removed by Military, without Foreign Support",M,1918,1996,,NA,NA,1975,1975
BNG-1975-2,8248e93d-1e42-11e4-b4cd-db5882bf8def,771,BNG,Ziaur Rahman,1975-11-06,1981-05-30,Irregular,Irregular,"Removed by Military, without Foreign Support",M,1936,1981,http://dbpedia.org/resource/Ziaur_Rahman,Husband of Khaleda Zia%3651f2c8-3bbd-11e5-afeb-eb6f07f9fec7,0,1975,1981
BNG-1981,8248e93e-1e42-11e4-b4cd-db5882bf8def,771,BNG,Sattar,1981-05-30,1982-03-20,Regular,Irregular,"Removed by Military, without Foreign Support",M,1906,1985,,NA,NA,1981,1982
BNG-1982,8248e93f-1e42-11e4-b4cd-db5882bf8def,771,BNG,Ershad,1982-03-27,1990-12-06,Irregular,Irregular,"Popular Protest, without Foreign Support",M,1930,-777,,NA,NA,1982,1990
BNG-1990,8248e940-1e42-11e4-b4cd-db5882bf8def,771,BNG,Ahmed,1990-12-06,1991-03-20,Irregular,Regular,Regular,M,1930,-777,http://dbpedia.org/resource/Moeenuddin_Ahmad_Qureshi,NA,NA,1990,1991
BNG-1991,3651f2c8-3bbd-11e5-afeb-eb6f07f9fec7,771,BNG,Khaleda Zia,1991-03-20,1996-03-30,Regular,Regular,Regular,F,1945,-777,,Wife of Ziaur Rahman%8248e93d-1e42-11e4-b4cd-db5882bf8def,1,1991,1996
BNG-1996-1,8248e942-1e42-11e4-b4cd-db5882bf8def,771,BNG,Mohammad Habibur Rahman,1996-03-30,1996-06-23,Regular,Regular,Regular,M,1930,-777,http://dbpedia.org/resource/Habibur_Rahman,NA,NA,1996,1996
BNG-1996-2,365240e8-3bbd-11e5-afeb-eb6f07f9fec7,771,BNG,Hasina Wazed,1996-06-23,2001-07-15,Regular,Regular,Regular,F,1947,-777,,Daughter of Sheikh Mujib Rahman%8248b86d-1e42-11e4-b4cd-db5882bf8def,1,1996,2001
BNG-2001-1,82491a11-1e42-11e4-b4cd-db5882bf8def,771,BNG,Latifur Rahman,2001-07-15,2001-10-10,Regular,Regular,Regular,M,1936,-777,,NA,NA,2001,2001
BNG-2001-2,3651f2c8-3bbd-11e5-afeb-eb6f07f9fec7,771,BNG,Khaleda Zia,2001-10-10,2006-10-29,Regular,Regular,Regular,F,1945,-777,,Wife of Ziaur Rahman%8248e93d-1e42-11e4-b4cd-db5882bf8def,1,2001,2006
BNG-2006,82551e7d-1e42-11e4-b4cd-db5882bf8def,771,BNG,Iajuddin,2006-10-29,2007-01-12,Regular,Irregular,"Popular Protest, without Foreign Support",M,1931,-777,,NA,NA,2006,2007
BNG-2007,82554f4c-1e42-11e4-b4cd-db5882bf8def,771,BNG,Fakhruddin,2007-01-12,2009-01-06,Regular,Regular,Regular,M,1940,-777,,NA,NA,2007,2009
BNG-2009,365240e8-3bbd-11e5-afeb-eb6f07f9fec7,771,BNG,Hasina Wazed,2009-01-06,2015-12-31,Regular,Still in Office,Still in Office,F,1947,-777,,Daughter of Sheikh Mujib Rahman%8248b86d-1e42-11e4-b4cd-db5882bf8def,1,2009,2015
MYA-1948,82494ae4-1e42-11e4-b4cd-db5882bf8def,775,MYA,U Nu,1948-01-04,1956-06-12,Regular,Regular,Regular,M,1907,1995,http://dbpedia.org/resource/U_Nu,NA,NA,1948,1956
MYA-1956,82494ae5-1e42-11e4-b4cd-db5882bf8def,775,MYA,U Ba Swe,1956-06-12,1957-03-01,Regular,Regular,Regular,M,1915,1987,http://dbpedia.org/resource/Ba_Swe,NA,NA,1956,1957
MYA-1957,82494ae4-1e42-11e4-b4cd-db5882bf8def,775,MYA,U Nu,1957-03-01,1958-10-29,Regular,Regular,Regular,M,1907,1995,http://dbpedia.org/resource/U_Nu,NA,NA,1957,1958
MYA-1958,82494ae6-1e42-11e4-b4cd-db5882bf8def,775,MYA,Ne Win,1958-10-29,1960-03-15,Regular,Regular,Regular,M,1911,2002,http://dbpedia.org/resource/Ne_Win,NA,NA,1958,1960
MYA-1960,82494ae4-1e42-11e4-b4cd-db5882bf8def,775,MYA,U Nu,1960-04-04,1962-03-02,Regular,Irregular,"Removed by Military, without Foreign Support",M,1907,1995,http://dbpedia.org/resource/U_Nu,NA,NA,1960,1962
MYA-1962,82494ae6-1e42-11e4-b4cd-db5882bf8def,775,MYA,Ne Win,1962-03-02,1988-07-25,Irregular,Regular,Regular,M,1911,2002,http://dbpedia.org/resource/Ne_Win,NA,NA,1962,1988
MYA-1988-1,82494ae7-1e42-11e4-b4cd-db5882bf8def,775,MYA,Sein Lwin,1988-07-25,1988-08-12,Irregular,Regular,Regular,M,1924,2004,,NA,NA,1988,1988
MYA-1988-2,82494ae8-1e42-11e4-b4cd-db5882bf8def,775,MYA,Maung Maung,1988-08-19,1988-09-18,Regular,Irregular,"Removed by Military, without Foreign Support",M,1925,1994,http://dbpedia.org/resource/Maung_Maung,NA,NA,1988,1988
MYA-1988-3,82494ae9-1e42-11e4-b4cd-db5882bf8def,775,MYA,Saw Maung,1988-09-18,1992-04-23,Irregular,Retired Due to Ill Health,Regular,M,1928,1997,,NA,NA,1988,1992
MYA-1992,82497bb8-1e42-11e4-b4cd-db5882bf8def,775,MYA,Than Shwe,1992-04-23,2011-03-30,Regular,Regular,Regular,M,1933,-777,,NA,NA,1992,2011
MYA-2011,14a038b2-aae0-11e4-b3bc-29f2fa19767e,775,MYA,Thein Sein,2011-03-30,2015-12-31,Regular,Still in Office,Still in Office,M,1945,-777,,NA,NA,2011,2015
SRI-1948,82497bb9-1e42-11e4-b4cd-db5882bf8def,780,SRI,"Senanayake, Don",1948-02-04,1952-03-22,Regular,Natural Death,Regular,M,1884,1952,http://dbpedia.org/resource/Don_Stephen_Senanayake,"Father of Senanayake, Dudley%82497bba-1e42-11e4-b4cd-db5882bf8def",0,1948,1952
SRI-1952,82497bba-1e42-11e4-b4cd-db5882bf8def,780,SRI,"Senanayake, Dudley",1952-03-26,1953-10-12,Regular,Retired Due to Ill Health,Regular,M,1911,1973,http://dbpedia.org/resource/Dudley_Senanayake,"Son of Senanayake, Don%82497bb9-1e42-11e4-b4cd-db5882bf8def",1,1952,1953
SRI-1953,82497bbb-1e42-11e4-b4cd-db5882bf8def,780,SRI,Kotelawala,1953-10-12,1956-04-11,Regular,Regular,Regular,M,1897,1980,http://dbpedia.org/resource/John_Kotelawala,NA,NA,1953,1956
SRI-1956,82497bbc-1e42-11e4-b4cd-db5882bf8def,780,SRI,"Bandaranaike, S.W.R.D.",1956-04-12,1959-09-26,Regular,Irregular,Assassination by Unsupported Individual,M,1899,1959,,"Husband of Bandaranaike, S%8249ac8c-1e42-11e4-b4cd-db5882bf8def",0,1956,1959
SRI-1959,82497bbd-1e42-11e4-b4cd-db5882bf8def,780,SRI,Dahanayake,1959-09-26,1960-03-21,Regular,Regular,Regular,M,1902,1997,http://dbpedia.org/resource/Wijeyananda_Dahanayake,NA,NA,1959,1960
SRI-1960-1,82497bba-1e42-11e4-b4cd-db5882bf8def,780,SRI,"Senanayake, Dudley",1960-03-21,1960-07-22,Regular,Regular,Regular,M,1911,1973,http://dbpedia.org/resource/Dudley_Senanayake,"Son of Senanayake, Don%82497bb9-1e42-11e4-b4cd-db5882bf8def",1,1960,1960
SRI-1960-2,8249ac8c-1e42-11e4-b4cd-db5882bf8def,780,SRI,"Bandaranaike, S",1960-07-22,1965-03-25,Regular,Regular,Regular,F,1916,2000,http://dbpedia.org/resource/Sirimavo_Bandaranaike,"Wife of Bandaranaike, S.W.R.D.%82497bbc-1e42-11e4-b4cd-db5882bf8def;Mother of Kumaratunga%8249ac90-1e42-11e4-b4cd-db5882bf8def",1,1960,1965
SRI-1965,82497bba-1e42-11e4-b4cd-db5882bf8def,780,SRI,"Senanayake, Dudley",1965-03-25,1970-05-28,Regular,Regular,Regular,M,1911,1973,http://dbpedia.org/resource/Dudley_Senanayake,"Son of Senanayake, Don%82497bb9-1e42-11e4-b4cd-db5882bf8def",1,1965,1970
SRI-1970,8249ac8c-1e42-11e4-b4cd-db5882bf8def,780,SRI,"Bandaranaike, S",1970-05-31,1977-07-23,Regular,Regular,Regular,F,1916,2000,http://dbpedia.org/resource/Sirimavo_Bandaranaike,"Wife of Bandaranaike, S.W.R.D.%82497bbc-1e42-11e4-b4cd-db5882bf8def;Mother of Kumaratunga%8249ac90-1e42-11e4-b4cd-db5882bf8def",1,1970,1977
SRI-1977,8249ac8d-1e42-11e4-b4cd-db5882bf8def,780,SRI,Jayewardene,1977-07-23,1989-01-02,Regular,Regular,Regular,M,1906,1996,http://dbpedia.org/resource/Junius_Richard_Jayewardene,NA,NA,1977,1989
SRI-1989,8249ac8e-1e42-11e4-b4cd-db5882bf8def,780,SRI,Premadasa,1989-01-02,1993-05-01,Regular,Irregular,"Irregular, Other",M,1924,1993,http://dbpedia.org/resource/Ranasinghe_Premadasa,NA,NA,1989,1993
SRI-1993,8249ac8f-1e42-11e4-b4cd-db5882bf8def,780,SRI,Wijetunge,1993-05-01,1994-11-12,Regular,Regular,Regular,M,1922,2008,,NA,NA,1993,1994
SRI-1994,8249ac90-1e42-11e4-b4cd-db5882bf8def,780,SRI,Kumaratunga,1994-11-12,2005-11-19,Regular,Regular,Regular,F,1945,-777,http://dbpedia.org/resource/Chandrika_Kumaratunga,"Daughter of Bandaranaike, S%8249ac8c-1e42-11e4-b4cd-db5882bf8def",1,1994,2005
SRI-2005,82554f4e-1e42-11e4-b4cd-db5882bf8def,780,SRI,Rajapakse,2005-11-19,2015-01-09,Regular,Regular,Regular,F,1945,-777,,NA,NA,2005,2015
SRI-2015,43fa7166-de6a-11e5-ba44-bb6d7c1a9a58,780,SRI,Maithripala Sirisena,2015-01-09,2015-12-31,Regular,Still in Office,Still in Office,F,1951,-777,,NA,NA,2015,2015
MAD-1953,8249ac91-1e42-11e4-b4cd-db5882bf8def,781,MAD,Ali Didi,1953-09-02,1957-12-12,Regular,Irregular,"Popular Protest, without Foreign Support",M,1889,1975,,NA,NA,1953,1957
MAD-1957,8249dd60-1e42-11e4-b4cd-db5882bf8def,781,MAD,Nasir,1957-12-12,1978-11-11,Regular,Retired Due to Ill Health,Regular,M,1926,2008,http://dbpedia.org/resource/Ibrahim_Nasir,NA,NA,1957,1978
MAD-1978,8249dd61-1e42-11e4-b4cd-db5882bf8def,781,MAD,Maumoon Abdul Gayoom,1978-11-11,2008-11-11,Regular,Regular,Regular,M,1937,-777,http://dbpedia.org/resource/Maumoon_Abdul_Gayoom,Half-brother of Abdulla Yameen Abdul Gayoom%2b3ec87e-3481-11e4-8dba-bbcd9ed46413,0,1978,2008
MAD-2008,82554f4f-1e42-11e4-b4cd-db5882bf8def,781,MAD,Nasheed,2008-11-11,2012-02-07,Regular,Regular,Regular,M,1953,-777,,NA,NA,2008,2012
MAD-2012,14a038b3-aae0-11e4-b3bc-29f2fa19767e,781,MAD,Waheed Hassan,2012-02-07,2013-11-17,Regular,Regular,Regular,M,1953,-777,,NA,NA,2012,2013
MAD-2013,2b3ec87e-3481-11e4-8dba-bbcd9ed46413,781,MAD,Abdulla Yameen Abdul Gayoom,2013-11-17,2015-12-31,Regular,Still in Office,Still in Office,M,1959,-777,,Half-brother of Maumoon Abdul Gayoom%8249dd61-1e42-11e4-b4cd-db5882bf8def,1,2013,2015
NEP-1945,824a0e37-1e42-11e4-b4cd-db5882bf8def,790,NEP,Padma Rana,1945-11-28,1948-02-09,Regular,Natural Death,Regular,M,1882,1948,,NA,NA,1945,1948
NEP-1948,824a0e38-1e42-11e4-b4cd-db5882bf8def,790,NEP,Mohan Rana,1948-02-09,1951-02-18,Regular,Irregular,"Removed by Other Government Actors, without Foreign Support",M,1885,1967,,NA,NA,1948,1951
NEP-1951,824a0e39-1e42-11e4-b4cd-db5882bf8def,790,NEP,Tribhuvan,1951-02-18,1955-03-13,Irregular,Natural Death,Regular,M,1906,1955,http://dbpedia.org/resource/Tribhuvan_of_Nepal,NA,NA,1951,1955
NEP-1955,824a3f08-1e42-11e4-b4cd-db5882bf8def,790,NEP,Mahendra,1955-03-14,1972-01-31,Regular,Natural Death,Regular,M,1920,1972,http://dbpedia.org/resource/Mahendra_of_Nepal,NA,NA,1955,1972
NEP-1972,824a3f09-1e42-11e4-b4cd-db5882bf8def,790,NEP,Birendra,1972-01-31,1990-11-09,Regular,Regular,Regular,M,1946,2001,http://dbpedia.org/resource/Birendra_of_Nepal,NA,NA,1972,1990
NEP-1990,824a3f0a-1e42-11e4-b4cd-db5882bf8def,790,NEP,Krishna Prasad Bhatterai,1990-11-09,1991-05-26,Regular,Regular,Regular,M,1924,2011,,NA,NA,1990,1991
NEP-1991,36579818-3bbd-11e5-afeb-eb6f07f9fec7,790,NEP,Girija Prasad Koirala,1991-05-26,1994-11-30,Regular,Regular,Regular,M,1925,2010,,NA,NA,1991,1994
NEP-1994,824a3f0c-1e42-11e4-b4cd-db5882bf8def,790,NEP,Man Mohan Adhilari,1994-11-30,1995-09-12,Regular,Regular,Regular,M,1920,1999,,NA,NA,1994,1995
NEP-1995,824a3f0d-1e42-11e4-b4cd-db5882bf8def,790,NEP,Sher Bahadur Deuba,1995-09-12,1997-03-12,Regular,Regular,Regular,M,1946,-777,,NA,NA,1995,1997
NEP-1997-1,824a3f0e-1e42-11e4-b4cd-db5882bf8def,790,NEP,Lokendra Bahadur Chand,1997-03-12,1997-10-07,Regular,Regular,Regular,M,1940,-777,,NA,NA,1997,1997
NEP-1997-2,824a6fdc-1e42-11e4-b4cd-db5882bf8def,790,NEP,Surya  Bahadur Thapa,1997-10-07,1998-04-15,Regular,Regular,Regular,M,1928,-777,,NA,NA,1997,1998
NEP-1998,36579818-3bbd-11e5-afeb-eb6f07f9fec7,790,NEP,Girija Prasad Koirala,1998-04-15,1999-05-31,Regular,Regular,Regular,M,1925,2010,,NA,NA,1998,1999
NEP-1999,824a3f0a-1e42-11e4-b4cd-db5882bf8def,790,NEP,Krishna Prasad Bhatterai,1999-05-31,2000-03-22,Regular,Regular,Regular,M,1924,2011,,NA,NA,1999,2000
NEP-2000,36579818-3bbd-11e5-afeb-eb6f07f9fec7,790,NEP,Girija Prasad Koirala,2000-03-22,2001-07-26,Regular,Regular,Regular,M,1925,2010,,NA,NA,2000,2001
NEP-2001,19bbd548-3bbd-11e5-afeb-eb6f07f9fec7,790,NEP,Sher Bahdur Deuba,2001-07-26,2002-10-04,Regular,Regular,Regular,M,1946,-777,,NA,NA,2001,2002
NEP-2002,824a3f0e-1e42-11e4-b4cd-db5882bf8def,790,NEP,Lokendra Bahadur Chand,2002-10-11,2003-06-05,Regular,Regular,Regular,M,1940,-777,,NA,NA,2002,2003
NEP-2003,197a5f78-3bbd-11e5-afeb-eb6f07f9fec7,790,NEP,Surya Bahadur Thapa,2003-06-05,2004-06-03,Regular,Regular,Regular,M,1928,-777,,NA,NA,2003,2004
NEP-2004,19bbd548-3bbd-11e5-afeb-eb6f07f9fec7,790,NEP,Sher Bahdur Deuba,2004-06-03,2005-02-01,Regular,Regular,Regular,M,1946,-777,,NA,NA,2004,2005
NEP-2005,82554f50-1e42-11e4-b4cd-db5882bf8def,790,NEP,Gyanendra,2005-02-01,2006-04-30,Regular,Irregular,"Popular Protest, without Foreign Support",M,1947,-777,,NA,NA,2005,2006
NEP-2006,36579818-3bbd-11e5-afeb-eb6f07f9fec7,790,NEP,Girija Prasad Koirala,2006-04-30,2008-08-18,Regular,Regular,Regular,M,1925,2010,,NA,NA,2006,2008
NEP-2008,82558020-1e42-11e4-b4cd-db5882bf8def,790,NEP,Prachanda,2008-08-18,2009-05-25,Regular,Regular,Regular,M,1954,-777,,NA,NA,2008,2009
NEP-2009,82558021-1e42-11e4-b4cd-db5882bf8def,790,NEP,Madhav Kumar Nepal,2009-05-25,2011-02-06,Regular,Regular,Regular,M,1953,-777,,NA,NA,2009,2011
NEP-2011-1,82558022-1e42-11e4-b4cd-db5882bf8def,790,NEP,Nath Khanal,2011-02-06,2011-08-29,Regular,Regular,Regular,M,1950,-777,,NA,NA,2011,2011
NEP-2011-2,82558023-1e42-11e4-b4cd-db5882bf8def,790,NEP,Bhattarai,2011-08-29,2013-03-14,Regular,Regular,Regular,M,1954,-777,,NA,NA,2011,2013
NEP-2013,2b3ec87f-3481-11e4-8dba-bbcd9ed46413,790,NEP,Khil Raj Regmi,2013-03-14,2014-02-11,Regular,Regular,Regular,M,1949,-777,,NA,NA,2013,2014
NEP-2014,14a05fc0-aae0-11e4-b3bc-29f2fa19767e,790,NEP,Sushil Koirala,2014-02-11,2015-10-10,Regular,Regular,Regular,M,1939,-777,,NA,NA,2014,2015
NEP-2015,43fcd2bc-de6a-11e5-ba44-bb6d7c1a9a58,790,NEP,Khadga Prasad Sharma Oli,2015-10-10,2015-12-31,Regular,Still in Office,Still in Office,M,1952,-777,,NA,NA,2015,2015
THI-1946,29661864-ffc7-11e4-845e-5f840c75e216,800,THI,Thawan Thamrongnawasawat,1946-08-23,1947-11-08,Regular,Irregular,"Removed by Military, without Foreign Support",M,1901,1988,,NA,NA,1946,1947
THI-1947,824aa0ba-1e42-11e4-b4cd-db5882bf8def,800,THI,Plaek Pibulsongkram,1947-11-08,1957-09-16,Regular,Irregular,"Removed by Military, without Foreign Support",M,1897,1964,http://dbpedia.org/resource/Plaek_Pibulsonggram,NA,NA,1947,1957
THI-1957-1,824aa0bc-1e42-11e4-b4cd-db5882bf8def,800,THI,Pote Sarasin,1957-09-21,1957-12-27,Irregular,Regular,Regular,M,1906,2000,http://dbpedia.org/resource/Pote_Sarasin,NA,NA,1957,1957
THI-1957-2,365a7e48-3bbd-11e5-afeb-eb6f07f9fec7,800,THI,Thanon Kittakachorn,1957-12-27,1958-10-20,Regular,Regular,Regular,M,1911,2004,http://dbpedia.org/resource/Thanom_Kittikachorn,NA,NA,1957,1958
THI-1958,824aa0be-1e42-11e4-b4cd-db5882bf8def,800,THI,Sarit,1958-10-20,1963-12-08,Irregular,Natural Death,Regular,M,1908,1963,,NA,NA,1958,1963
THI-1963,365a7e48-3bbd-11e5-afeb-eb6f07f9fec7,800,THI,Thanon Kittakachorn,1963-12-08,1973-10-13,Regular,Irregular,"Popular Protest, without Foreign Support",M,1911,2004,http://dbpedia.org/resource/Thanom_Kittikachorn,NA,NA,1963,1973
THI-1973,824ad18e-1e42-11e4-b4cd-db5882bf8def,800,THI,Sanya,1973-10-14,1975-02-21,Irregular,Regular,Regular,M,1907,2002,http://dbpedia.org/resource/Sanya_Dharmasakti,NA,NA,1973,1975
THI-1975-1,824ad18f-1e42-11e4-b4cd-db5882bf8def,800,THI,Seni Pramoj,1975-02-21,1975-03-06,Regular,Regular,Regular,M,1905,1997,http://dbpedia.org/resource/Seni_Pramoj,NA,NA,1975,1975
THI-1975-2,824ad190-1e42-11e4-b4cd-db5882bf8def,800,THI,Kukrot Pramoj,1975-03-17,1976-04-16,Regular,Regular,Regular,M,1911,1995,http://dbpedia.org/resource/Kukrit_Pramoj,NA,NA,1975,1976
THI-1976-1,824ad18f-1e42-11e4-b4cd-db5882bf8def,800,THI,Seni Pramoj,1976-04-20,1976-10-06,Regular,Irregular,"Removed by Military, without Foreign Support",M,1905,1997,http://dbpedia.org/resource/Seni_Pramoj,NA,NA,1976,1976
THI-1976-2,365b1a88-3bbd-11e5-afeb-eb6f07f9fec7,800,THI,Sangad,1976-10-06,1976-10-22,Irregular,Regular,Regular,M,1915,1980,,NA,NA,1976,1976
THI-1976-3,824ad192-1e42-11e4-b4cd-db5882bf8def,800,THI,Thanin Kraivichien,1976-10-22,1977-10-20,Irregular,Irregular,"Removed by Military, without Foreign Support",M,1927,-777,,NA,NA,1976,1977
THI-1977-1,365b1a88-3bbd-11e5-afeb-eb6f07f9fec7,800,THI,Sangad,1977-10-20,1977-11-12,Irregular,Regular,Regular,M,1915,1980,,NA,NA,1977,1977
THI-1977-2,824b0262-1e42-11e4-b4cd-db5882bf8def,800,THI,Kriangsak,1977-11-12,1980-02-29,Irregular,Regular,Regular,M,1917,2003,http://dbpedia.org/resource/Kriangsak_Chomanan,NA,NA,1977,1980
THI-1980,824b0263-1e42-11e4-b4cd-db5882bf8def,800,THI,Prem,1980-03-03,1988-08-04,Regular,Regular,Regular,M,1920,-777,http://dbpedia.org/resource/Prem_Tinsulanonda,NA,NA,1980,1988
THI-1988,824b0264-1e42-11e4-b4cd-db5882bf8def,800,THI,Choonhavan,1988-08-04,1991-02-23,Regular,Irregular,"Removed by Military, without Foreign Support",M,1922,1998,http://dbpedia.org/resource/Chatichai_Choonhavan,NA,NA,1988,1991
THI-1991,824b0265-1e42-11e4-b4cd-db5882bf8def,800,THI,Panyarachun,1991-03-07,1992-04-04,Regular,Regular,Regular,M,1932,-777,http://dbpedia.org/resource/Anand_Panyarachun,NA,NA,1991,1992
THI-1992-1,824b0266-1e42-11e4-b4cd-db5882bf8def,800,THI,Kraprayoon,1992-04-05,1992-05-24,Regular,Regular,Regular,M,1932,-777,http://dbpedia.org/resource/Suchinda_Kraprayoon,NA,NA,1992,1992
THI-1992-2,824b0265-1e42-11e4-b4cd-db5882bf8def,800,THI,Panyarachun,1992-06-10,1992-09-23,Regular,Regular,Regular,M,1932,-777,http://dbpedia.org/resource/Anand_Panyarachun,NA,NA,1992,1992
THI-1992-3,824b0267-1e42-11e4-b4cd-db5882bf8def,800,THI,Leekpai,1992-09-23,1995-07-13,Regular,Regular,Regular,M,1938,-777,,NA,NA,1992,1995
THI-1995,824b3336-1e42-11e4-b4cd-db5882bf8def,800,THI,Silpa-Archa,1995-07-13,1996-12-01,Regular,Regular,Regular,M,1932,-777,,NA,NA,1995,1996
THI-1996,824b3337-1e42-11e4-b4cd-db5882bf8def,800,THI,Chavalit Yongchaiyudh,1996-12-01,1997-11-09,Regular,Regular,Regular,M,1932,-777,http://dbpedia.org/resource/Chavalit_Yongchaiyudh,NA,NA,1996,1997
THI-1997,824b0267-1e42-11e4-b4cd-db5882bf8def,800,THI,Leekpai,1997-11-09,2001-02-09,Regular,Regular,Regular,M,1938,-777,,NA,NA,1997,2001
THI-2001,824b3338-1e42-11e4-b4cd-db5882bf8def,800,THI,Thaksin Shinawatra,2001-02-10,2006-09-19,Regular,Irregular,"Removed by Military, without Foreign Support",M,1949,-777,,Brother-in-law of Wongsawat%8255b0f4-1e42-11e4-b4cd-db5882bf8def;Brother of Yingluck Shinawatra%8255b0f7-1e42-11e4-b4cd-db5882bf8def,0,2001,2006
THI-2006,82558024-1e42-11e4-b4cd-db5882bf8def,800,THI,Chulanont,2006-09-19,2008-01-29,Regular,Regular,Regular,M,1943,-777,,NA,NA,2006,2008
THI-2008-1,82558025-1e42-11e4-b4cd-db5882bf8def,800,THI,Sundaravej,2008-01-29,2008-09-09,Regular,Regular,Regular,M,1935,2009,,NA,NA,2008,2008
THI-2008-2,8255b0f4-1e42-11e4-b4cd-db5882bf8def,800,THI,Wongsawat,2008-09-09,2008-12-02,Regular,Regular,Regular,M,1947,-777,,Brother-in-law of Thaksin Shinawatra%824b3338-1e42-11e4-b4cd-db5882bf8def;Relative-in-law of Yingluck Shinawatra%8255b0f7-1e42-11e4-b4cd-db5882bf8def,1,2008,2008
THI-2008-3,8255b0f5-1e42-11e4-b4cd-db5882bf8def,800,THI,Chanweerakul,2008-12-02,2008-12-15,Regular,Regular,Regular,M,1936,-777,,NA,NA,2008,2008
THI-2008-4,8255b0f6-1e42-11e4-b4cd-db5882bf8def,800,THI,Vejjajiva,2008-12-15,2011-08-08,Regular,Regular,Regular,M,1964,-777,,NA,NA,2008,2011
THI-2011,8255b0f7-1e42-11e4-b4cd-db5882bf8def,800,THI,Yingluck Shinawatra,2011-08-08,2014-05-07,Regular,Regular,Regular,F,1967,-777,,Relative-in-law of Wongsawat%8255b0f4-1e42-11e4-b4cd-db5882bf8def;Sister of Yingluck Shinawatra%824b3338-1e42-11e4-b4cd-db5882bf8def,1,2011,2014
THI-2014-1,14a05fc1-aae0-11e4-b3bc-29f2fa19767e,800,THI,Niwattumrong Boonsongpaisan,2014-05-07,2014-05-22,Regular,Irregular,"Removed by Military, without Foreign Support",M,1948,-777,,NA,NA,2014,2014
THI-2014-2,14a05fc2-aae0-11e4-b3bc-29f2fa19767e,800,THI,Prayuth Chan-ocha,2014-05-22,2015-12-31,Irregular,Still in Office,Still in Office,M,1954,-777,,NA,NA,2014,2015
CAM-1953,824b3339-1e42-11e4-b4cd-db5882bf8def,811,CAM,Sihanouk,1953-11-09,1970-03-18,Regular,Irregular,"Removed by Military, without Foreign Support",M,1922,-777,http://dbpedia.org/resource/Norodom_Sihanouk,NA,NA,1953,1970
CAM-1970,824b333a-1e42-11e4-b4cd-db5882bf8def,811,CAM,Lon Nol,1970-03-18,1975-04-10,Irregular,Irregular,"Removed by Rebels, without Foreign Support",M,1913,1985,http://dbpedia.org/resource/Lon_Nol,NA,NA,1970,1975
CAM-1975,824b333b-1e42-11e4-b4cd-db5882bf8def,811,CAM,Pol Pot,1975-04-11,1979-01-07,Irregular,Foreign,Removed through Threat of Foreign Force,M,1925,1998,http://dbpedia.org/resource/Pol_Pot,NA,NA,1975,1979
CAM-1979,824b640a-1e42-11e4-b4cd-db5882bf8def,811,CAM,Heng Samrin,1979-01-07,1985-01-14,Regular,Regular,Regular,M,1934,-777,,NA,NA,1979,1985
CAM-1985,824b640b-1e42-11e4-b4cd-db5882bf8def,811,CAM,Hun Sen,1985-01-14,1993-09-21,Regular,Regular,Regular,M,1952,-777,http://dbpedia.org/resource/Hun_Sen,NA,NA,1985,1993
