qid,leader,ccode,start_year,end_year,v2clkill,v2x_ex_military,v2jupurge,v2psbars,v2csreprss,v2exrescon,v2xlg_legcon,v2x_regime,political_killings,military_executive,judicial_purges,party_barriers,civil_repression,const_disregard,no_leg_constraint,regime_type
Q485946,"Franco, Itamar",140,1992,1994,0.609,0.125,2.279,2.907,3.2290000000000005,0.8489999999999999,0.8423333333333334,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2
Q230578,Cardoso,140,1995,2003,0.609,0.062000000000000006,2.279,2.907,3.229,0.849,0.8296666666666667,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2
Q40722,Rousseff,140,2011,2015,0.937,0.2092,2.4384,2.907,2.8714,0.932,0.9182,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2
Q3306306,Urriolagoitia,145,1949,1951,-0.9296666666666665,0.5,0.08700000000000001,0.042,-0.6779999999999999,-1.2436666666666667,0.18299999999999997,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0
Q886540,Siles Salinas,145,1969,1969,-1.074,0.357,-2.49,-1.414,0.204,-2.837,0.075,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1
Q269039,Banzer Suarez,145,1971,1978,-2.2796250000000002,0.80375,-1.8385,-1.823375,-0.8631249999999999,-2.765625,,0.125,1.0,1.0,1.0,0.0,0.0,1.0,,0
Q2566177,Pereda Asbun,145,1978,1978,-1.787,0.857,-2.466,-1.532,-0.14,-2.266,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,1
Q886490,Natusch Busch,145,1979,1979,-0.45,0.42,-2.466,-1.532,-0.386,-2.266,0.058,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1
Q466098,Lidia Gueiler Tejada,145,1979,1980,-0.973,0.6745,-2.888,-1.6520000000000001,-0.9810000000000001,-2.266,0.07150000000000001,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1
Q555207,Paz Zamora,145,1989,1993,1.5721999999999998,0.071,-0.41879999999999995,1.6,1.0604,0.682,0.529,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
Q379645,Gonzalo Sanchez de Lozada,145,1993,1997,1.863,0.071,-0.5338,1.6,1.0506,0.682,0.583,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
Q269039,Banzer Suarez,145,1997,2001,1.863,0.071,-0.2164,1.6,1.1972,0.682,0.683,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
Q468805,Jorge Quiroga Ramirez,145,2001,2002,1.863,0.071,-0.1,1.6,0.9075,0.682,0.689,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
Q379645,Gonzalo Sanchez de Lozada,145,2002,2003,1.863,0.071,-0.1,1.6,0.6645,0.775,0.721,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
Q312668,Carlos Mesa,145,2003,2005,1.8630000000000002,0.08066666666666666,-0.10000000000000002,1.6000000000000003,1.4736666666666665,0.807,0.7343333333333333,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
Q628530,Frutos,150,1948,1948,-1.093,0.5,-1.522,-0.996,-0.276,-1.828,0.095,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1
Q888255,Molas Lopez,150,1949,1949,-1.093,0.5,-1.522,-0.996,-0.276,-1.828,0.115,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1
Q152534,Stroessner,150,1954,1989,-2.453916666666667,0.22777777777777775,-1.4547499999999998,-0.5931666666666667,-1.4512500000000002,-2.451027777777777,0.06483333333333331,0.75,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1
Q440837,Rodriguez Pedotti,150,1989,1993,-0.01160000000000001,0.36000000000000004,-0.376,1.3464,0.7869999999999999,-0.3458,0.4686,1.2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
Q438594,Gonzalez Macchi,150,1999,2003,1.3342,0.08,-0.268,1.569,1.16,0.41200000000000003,0.696,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
Q222652,Nicanor Duarte Frutos,150,2003,2008,1.5093333333333334,0.06066666666666667,-0.08450000000000002,1.569,1.2716666666666667,0.412,0.7156666666666668,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
Q151879,Fernando Lugo,150,2008,2012,1.5914,0.091,0.1632,1.7873999999999999,2.0594,0.41200000000000003,0.7962,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
Q57496,Federico Franco,150,2012,2013,1.376,0.1135,0.2275,1.673,1.2954999999999999,0.304,0.6779999999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Q5901842,Horacio Cartes,150,2013,2015,1.4736666666666665,0.136,0.37200000000000005,1.6056666666666668,0.9856666666666668,0.19633333333333333,0.5913333333333334,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Q576,Alessandri Rodriguez,155,1958,1964,1.329,0.0,0.106,1.724,0.7315714285714287,1.7991428571428574,0.692,1.8571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Q475,Frei Montalva,155,1964,1970,1.5527142857142857,0.05357142857142857,0.106,1.724,2.0880000000000005,1.890857142857143,0.7301428571428571,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
Q440,Allende,155,1970,1973,0.43099999999999994,0.35625,-0.08425,1.587,1.4240000000000002,1.5452499999999998,0.841,1.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
Q368,Pinochet,155,1973,1990,-2.031222222222222,0.6111111111111112,-1.391888888888889,-0.953888888888889,-2.1718888888888888,-1.426111111111111,0.8905,0.2222222222222222,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
Q335,Aylwin,155,1990,1994,2.664,0.16,1.0444,1.893,2.985,1.221,0.9399999999999998,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
Q331,Ricardo Lagos Escobar,155,2000,2006,2.3249999999999997,0.0,1.155,1.8930000000000002,2.985,1.221,0.9492857142857141,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
Q320,Michelle Bachelet,155,2006,2010,2.325,0.0,1.155,1.893,2.985,1.3198,0.9806000000000001,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
Q306,Sebastian Piñera,155,2010,2014,2.5642,0.0,1.155,1.893,2.6721999999999997,1.7591999999999999,0.978,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
Q320,Michelle Bachelet,155,2014,2015,2.923,0.0,1.155,1.9725000000000001,2.5675,1.831,0.976,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
Q365431,Lonardi,160,1955,1955,-0.443,0.8,-2.706,-0.099,0.165,-0.997,0.382,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1
Q188974,Aramburu,160,1955,1958,-0.15475,0.7000000000000001,-1.22925,-0.38175000000000003,-0.0625,-1.27075,0.4775,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
Q346658,Frondizi,160,1958,1962,0.5612,0.38,0.9248,-0.1,1.0817999999999999,0.4826,0.6234000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Q270368,Arturo Illia,160,1963,1966,0.6655,0.44999999999999996,0.7289999999999999,-0.516,0.11975000000000002,0.3335,0.735,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Q380980,Levingston,160,1970,1971,-2.048,0.9,0.681,-2.543,-1.221,-1.98,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,0
Q349261,Lastiri,160,1973,1973,-1.627,0.3,-0.93,1.522,0.399,-0.293,0.512,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
Q313996,Viola,160,1981,1981,-2.955,0.9,0.807,-2.578,-2.732,-2.994,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,0
Q124993,Galtieri,160,1981,1982,-2.955,0.9,0.807,-2.578,-2.347,-2.994,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,0
Q298430,Bignone,160,1982,1983,-1.7255,0.6,0.025500000000000023,-0.7164999999999999,-1.9369999999999998,-1.473,0.631,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
Q185107,Menem,160,1989,1999,2.1941818181818182,0.018181818181818184,1.2551818181818182,2.7250000000000005,2.4639999999999995,1.027818181818182,0.709,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2
Q357257,Ramon Puerta,160,2001,2001,2.208,0.0,1.9,2.725,2.464,0.832,0.778,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2
Q312358,Adolfo Rodriguez Saa,160,2001,2002,2.208,0.0,1.283,2.725,2.464,0.857,0.7745,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2
Q294578,Eduardo Duhalde,160,2002,2003,2.208,0.0,0.051000000000000045,2.725,2.464,0.882,0.771,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2
Q170899,Nestor Kirchner,160,2003,2007,2.208,0.021599999999999998,0.4768,2.725,2.0408,0.853,0.7562,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2
Q40649,Fernandez de Kirchner,160,2007,2015,1.995,0.038,1.1314444444444445,2.725,1.4434444444444443,0.5716666666666668,0.7348888888888889,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
Q561837,Mauricio Macri,160,2015,2015,1.252,0.042,0.869,2.725,1.299,0.551,0.76,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
Q879007,Berreta,165,1947,1947,2.652,0.0,0.669,2.119,2.025,2.562,0.829,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2
Q728925,Batlle Berres,165,1947,1951,2.652,0.0,0.669,2.119,2.025,2.562,0.829,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2
Q728925,Batlle Berres,165,1955,1956,2.652,0.0,0.669,2.119,2.025,2.562,0.829,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2
Q2518653,Nardone,165,1960,1961,2.652,0.0,0.669,2.119,2.025,2.562,0.829,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2
Q367083,Pacheco Areco,165,1967,1972,0.038333333333333254,0.3,0.669,2.119,-0.040500000000000015,1.1281666666666663,0.8229999999999998,1.8333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
Q15147,Jorge Batlle,165,2000,2005,3.253,0.009333333333333334,1.0321666666666667,1.798,3.185,2.52,0.9233333333333333,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
Q9099,Tabare Vazquez,165,2005,2010,3.253,0.06333333333333334,1.6118333333333335,1.798,3.185,2.52,0.9008333333333334,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
Q9094,Jose Mujica,165,2010,2015,3.253,0.09816666666666667,1.3706666666666667,1.798,3.185,2.52,0.915,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
Q9099,Tabare Vasquez,165,2015,2015,3.253,0.067,1.357,1.798,3.185,2.52,0.915,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
Q129006,Atlee,200,1945,1951,1.3439999999999999,0.0,1.5939999999999999,2.6619999999999995,2.1125714285714285,1.6449999999999998,0.7874285714285716,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q8016,Churchill,200,1951,1955,1.344,0.0,1.594,2.662,2.875,1.645,0.788,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q128995,Eden,200,1955,1957,1.344,0.0,1.594,2.662,2.875,1.6450000000000002,0.7879999999999999,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q128985,MacMillan,200,1957,1963,1.3439999999999999,0.0,1.5939999999999999,2.6619999999999995,2.875,1.6449999999999998,0.7880000000000001,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q128956,Wilson,200,1964,1970,1.048,0.0,1.5939999999999999,2.6619999999999995,2.875,1.6449999999999998,0.859,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q128967,Heath,200,1970,1974,0.404,0.0,1.594,2.662,2.875,1.645,0.8816,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q128956,Wilson,200,1974,1976,0.4040000000000001,0.0,1.594,2.662,2.875,1.6450000000000002,0.903,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q9576,Callaghan,200,1976,1979,0.404,0.0,1.594,2.662,2.875,1.645,0.8965000000000001,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q7416,Thatcher,200,1979,1990,0.43616666666666665,0.0,1.594,2.6619999999999995,2.268166666666667,1.6449999999999998,0.9151666666666668,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q9559,Major,200,1990,1997,0.9855,0.0,1.594,2.662,2.213,1.645,0.9416249999999999,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q9545,Blair,200,1997,2007,2.809545454545454,0.0,1.5939999999999999,2.6619999999999995,2.274636363636364,1.6449999999999998,0.9504545454545454,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q381690,Costello,205,1948,1951,2.349,0.0,2.782,2.181,1.644,1.746,0.707,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
Q381690,Costello,205,1954,1957,2.349,0.0,2.782,2.181,1.644,1.746,0.707,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
Q381681,Lynch,205,1966,1973,2.349,0.0,2.782,2.181,2.053,1.746,0.721,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q381681,Lynch,205,1977,1979,2.349,0.0,2.782,2.181,2.053,1.7459999999999998,0.7479999999999999,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q333735,Haughey,205,1979,1981,2.349,0.0,2.782,2.181,2.053,1.7459999999999998,0.7479999999999999,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q1425313,Fitzgerald,205,1981,1982,2.349,0.0,2.782,2.181,2.053,1.746,0.748,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q333735,Haughey,205,1982,1982,2.349,0.0,2.782,2.181,2.053,1.746,0.748,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q1425313,Fitzgerald,205,1982,1987,2.349,0.0,2.782,2.1810000000000005,2.0530000000000004,2.176,0.7706666666666666,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q333735,Haughey,205,1987,1992,2.349,0.0,2.782,2.1810000000000005,2.392,2.262,0.7953333333333333,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q735519,Beel,210,1946,1948,0.588,0.0,1.808,2.167,1.401,2.612,0.835,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
Q12769,Drees,210,1948,1958,2.3598181818181816,0.0,1.808,2.1670000000000003,1.401,2.6120000000000005,0.9329999999999999,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
Q735519,Beel,210,1958,1959,2.537,0.0,1.808,2.167,1.401,2.612,0.933,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
Q781813,de Quay,210,1959,1963,2.537,0.0,1.8080000000000003,2.167,1.401,2.612,0.933,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
Q719701,Marijnen,210,1963,1965,2.537,0.0,1.808,2.167,1.401,2.612,0.9330000000000002,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
Q736026,Cals,210,1965,1966,2.537,0.0,1.808,2.167,1.6005,2.612,0.933,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
Q380970,Zijlstra,210,1966,1967,2.537,0.0,1.808,2.167,1.8,2.612,0.933,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
Q345481,De Jong,210,1967,1971,2.537,0.0,1.8080000000000003,2.167,1.8,2.612,0.9394,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
Q471204,Biesheuvel,210,1971,1973,2.537,0.0,1.808,2.167,1.8,2.612,0.949,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
Q318320,den Uyl,210,1973,1977,2.537,0.0,1.8080000000000003,2.167,1.8,2.612,0.9490000000000001,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
Q318334,van Agt,210,1977,1982,2.5369999999999995,0.0,1.808,2.167,2.276666666666667,2.612,0.9564999999999998,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q159840,Lubbers,210,1982,1994,2.5369999999999995,0.0,1.808,2.1670000000000007,2.515,2.612000000000001,0.9719999999999998,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q221411,Kok,210,1994,2002,2.537,0.0,1.8080000000000003,2.167,2.3213333333333335,2.612,0.972,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q133386,Jan Peter Balkenende,210,2002,2010,2.537,0.0,1.8080000000000003,2.167,1.934,2.612,0.9725555555555556,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
Q57792,M. Rutte,210,2010,2015,2.5369999999999995,0.0,1.939,2.167,1.793,2.612,0.977,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
Q313809,Martens,211,1979,1981,2.544,0.0,2.108,2.564,2.525,2.554,0.8463333333333334,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q349477,"Eyskens, M.",211,1981,1981,2.544,0.0,2.108,2.564,2.859,2.554,0.85,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q313809,Martens,211,1981,1992,2.5294166666666666,0.0,2.108,2.564,2.8590000000000004,2.3571666666666666,0.858,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q950958,Charles Michel,211,2014,2015,3.072,0.0,2.108,2.728,2.859,2.217,0.912,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q945927,Dupong,212,1945,1953,2.102555555555556,0.0,1.589,1.423888888888889,2.240222222222222,2.332,0.8980000000000001,2.7777777777777777,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
Q315685,Bech,212,1953,1958,2.317,0.0,1.5890000000000002,1.492,2.783,2.3320000000000003,0.898,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
Q706106,Frieden,212,1958,1959,2.317,0.0,1.589,1.492,2.783,2.332,0.898,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
Q315661,Werner,212,1959,1974,2.317,0.0,1.589,1.492,2.783,2.332,0.898,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
Q295128,Thorn G.,212,1974,1979,2.317,0.0,1.5890000000000002,1.492,2.783,2.3320000000000003,0.898,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
Q315661,Werner,212,1979,1984,2.317,0.0,1.5890000000000002,1.492,2.783,2.3320000000000003,0.898,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
Q39659,Santer,212,1984,1995,2.317,0.0,1.5889999999999997,1.4920000000000002,2.783,2.3320000000000003,0.898,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
Q561213,Xavier Bettel,212,2013,2015,2.317,0.0,1.5889999999999997,1.492,2.783,2.332,0.898,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
Q312026,Bidault,220,1946,1946,1.587,0.2,-1.333,1.241,2.005,1.696,0.762,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
Q328235,Ramadier,220,1947,1947,1.587,0.0,0.382,1.241,2.005,1.696,0.834,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
Q15981,Schuman,220,1947,1948,1.587,0.0,0.382,1.845,2.005,1.696,0.834,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
Q15981,Schuman,220,1948,1948,1.587,0.0,0.382,2.449,2.005,1.696,0.834,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q455655,Queuille,220,1948,1949,1.587,0.0,0.382,2.449,2.005,1.696,0.834,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q312026,Bidault,220,1949,1950,1.587,0.0,0.382,2.449,2.005,1.696,0.834,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q455655,Queuille,220,1950,1950,1.587,0.0,0.382,2.449,2.005,1.696,0.834,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q455655,Queuille,220,1951,1951,1.587,0.0,0.382,2.449,2.005,1.696,0.834,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q327013,Faure,220,1952,1952,1.587,0.0,0.382,2.449,2.005,1.696,0.834,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q356724,Pinay,220,1952,1952,1.587,0.0,0.382,2.449,2.005,1.696,0.834,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q328240,Laniel,220,1953,1954,1.587,0.0,0.382,2.449,2.005,1.696,0.834,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q327013,Faure,220,1955,1956,1.587,0.0,0.382,2.449,2.005,1.696,0.834,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q314006,Mollet,220,1956,1957,1.587,0.0,0.382,2.449,2.005,1.696,0.834,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q328504,Pflimin,220,1958,1958,1.369,0.2,0.277,2.449,2.005,1.696,0.828,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q2042,De Gaulle,220,1958,1969,1.4154166666666665,0.07916666666666668,0.08158333333333333,2.4489999999999994,2.23525,1.6960000000000004,0.7984166666666668,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q12950,Poher,220,1969,1969,1.926,0.05,1.202,2.449,2.926,1.696,0.843,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q2185,Pompidou,220,1969,1974,1.926,0.049999999999999996,1.202,2.449,2.926,1.696,0.8638333333333333,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q12950,Poher,220,1974,1974,1.926,0.05,1.202,2.449,2.926,1.696,0.868,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q2105,Chirac,220,1995,2007,2.7250000000000005,0.04261538461538462,1.202,2.448999999999999,2.926000000000001,1.6960000000000004,0.8696153846153846,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q157,Hollande,220,2012,2015,2.725,0.0045,1.202,2.449,2.75125,1.696,0.889,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q115442,Doris Leuthard,225,2010,2010,3.08,0.0,2.13,2.66,2.923,2.856,0.926,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q122991,Simonetta Sommaruga,225,2015,2015,3.08,0.0,2.13,2.66,2.923,2.856,0.926,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q19943,Juan Carlos,230,1975,1975,-0.479,0.208,0.619,-1.873,-0.272,0.52,0.264,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Q365172,Arias Navarro,230,1975,1976,-0.189,0.1875,0.6675,-1.873,-0.2225,0.5720000000000001,0.264,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Q310870,Caetano,235,1968,1974,-0.10242857142857144,0.225,-1.132,-1.1280000000000001,-0.5235714285714286,0.8087142857142858,0.13085714285714287,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
Q5054729,Cavaco Silva,235,2006,2015,3.1454999999999997,0.0,1.8676999999999997,2.6271999999999998,2.5456,1.738,0.9340999999999999,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q2492,Adenauer,260,1949,1963,2.451999999999999,0.0,1.8859999999999997,1.4350666666666667,2.944000000000001,2.614866666666667,0.9829333333333335,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
Q2496,Erhard,260,1963,1966,2.452,0.0,1.886,1.47,2.944,2.67,0.9794999999999999,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
Q2512,Kiesinger,260,1966,1969,2.452,0.0,1.886,1.47,2.944,2.67,0.969,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
Q2514,Brandt,260,1969,1974,2.452,0.0,1.886,1.47,2.9439999999999995,2.67,0.9748333333333332,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
Q2516,Schmidt,260,1974,1982,2.533,0.0,1.8860000000000001,1.47,2.944,2.67,0.9759999999999999,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
Q2518,Kohl,260,1982,1998,2.7635555555555555,0.0,1.8860000000000001,1.564111111111111,2.944,2.67,0.9759999999999999,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
Q65917,Wilhelm Pieck,265,1946,1950,0.09,0.05,0.66,-0.718,-0.627,-0.833,0.056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
Q2628,Ulbricht,265,1950,1971,-0.21600000000000008,0.05,0.1914090909090909,-0.718,-0.5755454545454544,-0.8329999999999999,0.05600000000000001,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0
Q2607,Honecker,265,1971,1989,-0.522,0.06842105263157897,-0.6890526315789473,-0.718,-0.6773157894736842,-0.833,0.056842105263157895,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0
Q2602,Krenz,265,1989,1989,-0.522,0.0,0.948,-0.718,-0.487,-0.833,0.072,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0
Q545740,Ochab,290,1956,1956,0.481,0.0,-1.444,-0.55,-1.445,-0.764,0.139,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0
Q312185,Gierek,290,1970,1980,0.9403636363636363,0.009090909090909092,-0.046,-0.5499999999999999,-0.18200000000000005,-0.764,0.139,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0
Q55834,Jaruzelski,290,1981,1990,1.3416,0.02,0.07809999999999999,-0.1632,-0.21349999999999997,-0.6101999999999999,0.2298,0.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
Q11726,Renner,305,1945,1945,1.893,0.0,-0.062,1.704,0.074,2.403,0.616,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
Q29008,Gorbach,305,1961,1964,2.683,0.0,1.802,2.691,1.946,1.623,0.644,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
Q241131,Klaus,305,1964,1970,2.604,0.0,1.8019999999999998,2.6909999999999994,1.946,1.6229999999999998,0.6662857142857143,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
Q44517,Kreisky,305,1970,1983,2.649285714285714,0.0,1.8019999999999998,2.691,2.583714285714286,1.6230000000000004,0.7708571428571428,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q84190,Sinowatz,305,1983,1986,2.676,0.0,1.802,2.691,2.69,1.623,0.834,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q158123,Vranitzky,305,1986,1997,2.6605833333333337,0.0,1.8019999999999998,2.6909999999999994,2.69,1.6230000000000002,0.8909166666666669,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
Q78538,Klima,305,1997,2000,2.889,0.0,1.802,2.691,2.69,1.623,0.8980000000000001,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
